sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;angularVelocityX;angularVelocityY;angularVelocityZ;
1584543153;36460;868;533608;1584543153;36460;0.4882812;0.4882812;0.3662109;
1584543153;133522;868;635174;1584543153;133522;0.4272461;0.4882812;0.6713867;
1584543153;166335;868;659133;1584543153;166335;0.4272461;0.6713867;0.4272461;
1584543153;190946;868;684133;1584543153;190946;0.6713867;0.4882812;0.4882812;
1584543153;212360;868;706103;1584543153;212360;0.4272461;0.5493164;0.3662109;
1584543153;303237;868;797527;1584543153;303237;0.3662109;0.4882812;0.4272461;
1584543153;388415;868;881265;1584543153;388415;0.4272461;0.5493164;0.3662109;
1584543153;409087;868;901908;1584543153;409087;0.4272461;0.5493164;0.3051758;
1584543153;508319;869;5209;1584543153;508319;0.4272461;0.4882812;0.4272461;
1584543153;598779;869;91083;1584543153;598779;0.3051758;0.4272461;0.5493164;
1584543153;630760;869;123995;1584543153;630760;0.5493164;0.5493164;0.1831055;
1584543153;719255;869;219115;1584543153;719255;0.3662109;0.4272461;0.3662109;
1584543153;814144;869;307084;1584543153;814144;0.4272461;0.4272461;0.5493164;
1584543153;904321;869;397013;1584543153;904321;0.3662109;0.3662109;0.4882812;
1584543153;934747;869;427873;1584543153;934747;0.4272461;0.4272461;0.4272461;
1584543154;34035;869;527362;1584543154;34035;0.3662109;0.4882812;0.7324219;
1584543154;115084;869;607408;1584543154;115084;-0.3051758;-0.3051758;0.7324219;
1584543154;140231;869;632482;1584543154;140231;0.3662109;-0.4882812;0.6713867;
1584543154;163956;869;659373;1584543154;163956;0;0;0.2441406;
1584543154;185351;869;677470;1584543154;185351;0.5493164;0.3662109;0.4272461;
1584543154;202621;869;694578;1584543154;202621;0.3662109;0.8544922;0.5493164;
1584543154;219116;869;712777;1584543154;219116;0.6713867;0.3051758;0.4882812;
1584543154;253589;869;745780;1584543154;253589;0.5493164;0.6713867;0.4272461;
1584543154;353855;869;846157;1584543154;353855;0.4882812;0.3662109;0.2441406;
1584543154;370881;869;863177;1584543154;370881;0.4272461;0.3051758;0.3662109;
1584543154;387179;869;879211;1584543154;387179;0.3051758;0.4272461;0.3662109;
1584543154;403164;869;897639;1584543154;403164;0.4272461;0.6713867;0.3051758;
1584543154;422912;869;915102;1584543154;422912;0.4272461;0.3662109;0.3662109;
1584543154;517082;870;9213;1584543154;517082;0.4882812;0.5493164;0.4882812;
1584543154;598930;870;91360;1584543154;598930;0.3051758;0.4272461;0.4882812;
1584543154;616142;870;108356;1584543154;616142;0.4882812;0.6713867;0.5493164;
1584543154;639084;870;131082;1584543154;639084;0.5493164;0.4272461;0.4272461;
1584543154;724757;870;217066;1584543154;724757;0.4272461;0.4882812;0.5493164;
1584543154;748871;870;250658;1584543154;748871;0.4272461;0.4882812;0.3662109;
1584543154;776861;870;269051;1584543154;776861;0.4272461;0.5493164;0.3662109;
1584543154;793578;870;285984;1584543154;793578;0.4272461;0.4882812;0.4272461;
1584543154;809246;870;304809;1584543154;809246;1.586914;2.075195;0.3051758;
1584543154;828755;870;328926;1584543154;828755;2.01416;-1.159668;0.6713867;
1584543154;920781;870;412970;1584543154;920781;-0.9155273;0.9765625;2.807617;
1584543154;963235;870;457532;1584543154;963235;0.7324219;0.9765625;1.403809;
1584543155;42569;870;534580;1584543155;42569;2.929688;0.9765625;5.004883;
1584543155;76735;870;568953;1584543155;76735;1.89209;6.835938;5.249023;
1584543155;152944;870;645402;1584543155;152944;9.094238;-13.67188;4.699707;
1584543155;175901;870;668183;1584543155;175901;-4.272461;15.13672;5.249023;
1584543155;192309;870;684582;1584543155;192309;-1.037598;-0.9765625;9.155273;
1584543155;209861;870;702021;1584543155;209861;-4.821777;-7.385254;4.577637;
1584543155;227176;870;719190;1584543155;227176;3.90625;11.71875;7.141113;
1584543155;253340;870;745547;1584543155;253340;11.65771;-0.9155273;5.493164;
1584543155;395944;870;888118;1584543155;395944;-10.55908;-2.563477;11.71875;
1584543155;412379;870;904511;1584543155;412379;-2.746582;2.990723;5.371094;
1584543155;429307;870;921540;1584543155;429307;6.958008;-11.41357;9.70459;
1584543155;454923;870;947010;1584543155;454923;0.9155273;8.605957;7.141113;
1584543155;498905;870;990887;1584543155;498905;-13.12256;-2.563477;2.807617;
1584543155;592813;871;85286;1584543155;592813;-6.347656;-5.737305;4.333496;
1584543155;672468;871;165001;1584543155;672468;-11.77979;4.638672;-1.89209;
1584543155;700877;871;192962;1584543155;700877;5.981445;-11.2915;2.380371;
1584543155;718627;871;210637;1584543155;718627;-10.00977;20.81299;2.868652;
1584543155;734915;871;229229;1584543155;734915;6.286621;9.399414;1.037598;
1584543155;759296;871;257777;1584543155;759296;13.5498;0.9765625;5.493164;
1584543155;782950;871;274930;1584543155;782950;-15.80811;12.93945;3.479004;
1584543155;871008;871;363043;1584543155;871008;3.723145;-4.699707;1.037598;
1584543155;890507;871;382480;1584543155;890507;4.699707;15.68604;2.685547;
1584543155;912040;871;404192;1584543155;912040;0.2441406;-1.281738;4.02832;
