sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;accelerationX;accelerationY;accelerationZ;
1584543153;31327;868;526083;1584543153;31327;-9.92636;0.1484405;-0.4596867;
1584543153;131225;868;623144;1584543153;131225;-9.873688;0.1771709;-0.3950433;
1584543153;163918;868;655911;1584543153;163918;-9.866505;0.1795651;-0.4141969;
1584543153;188379;868;680522;1584543153;188379;-9.904812;0.1364695;-0.4644751;
1584543153;210060;868;701935;1584543153;210060;-9.830592;0.1963245;-0.4548983;
1584543153;300920;868;792814;1584543153;300920;-9.89763;0.1388637;-0.4453215;
1584543153;386110;868;877991;1584543153;386110;-9.9096;0.1843535;-0.4596867;
1584543153;406777;868;898651;1584543153;406777;-9.847351;0.1268927;-0.4740519;
1584543153;506008;868;997891;1584543153;506008;-9.859323;0.1651999;-0.4285621;
1584543153;596383;869;88380;1584543153;596383;-9.911995;0.1723825;-0.4692635;
1584543153;616608;869;120323;1584543153;616608;-9.866505;0.1651999;-0.4572925;
1584543153;716281;869;208829;1584543153;716281;-9.914389;0.1292869;-0.4165911;
1584543153;811745;869;303735;1584543153;811745;-9.873688;0.1460463;-0.4908113;
1584543153;901997;869;393891;1584543153;901997;-9.837774;0.1604115;-0.3782839;
1584543153;931607;869;424322;1584543153;931607;-9.856928;0.1532289;-0.4860229;
1584543154;21626;869;523644;1584543154;21626;-9.859323;0.1197101;-0.3040636;
1584543154;112574;869;604664;1584543154;112574;-9.943119;-0.01915361;-0.4213795;
1584543154;137641;869;629854;1584543154;137641;-9.844957;0.1580173;-0.5219359;
1584543154;161473;869;653588;1584543154;161473;-9.80665;0.1364695;-0.4118027;
1584543154;182953;869;674943;1584543154;182953;-9.976639;0.1005565;-0.4333505;
1584543154;199601;869;692204;1584543154;199601;-9.787497;0.1268927;-0.296881;
1584543154;215949;869;708687;1584543154;215949;-9.794679;0.09097967;-0.3998317;
1584543154;243398;869;743204;1584543154;243398;-9.959879;0.1604115;-0.4501099;
1584543154;348542;869;843302;1584543154;348542;-9.868899;0.1244985;-0.4261679;
1584543154;368252;869;860548;1584543154;368252;-9.818621;0.1532289;-0.3758897;
1584543154;384548;869;876860;1584543154;384548;-9.947907;0.05985504;-0.3495534;
1584543154;400212;869;892852;1584543154;400212;-9.900023;0.1244985;-0.2920926;
1584543154;420409;869;912520;1584543154;420409;-9.823409;0.1628057;-0.4261679;
1584543154;514820;870;6653;1584543154;514820;-9.847351;0.1412579;-0.4333505;
1584543154;596596;870;88521;1584543154;596596;-9.871293;0.1412579;-0.4261679;
1584543154;613534;870;105729;1584543154;613534;-9.885658;0.1819593;-0.4548983;
1584543154;636754;870;128705;1584543154;636754;-9.854534;0.1556231;-0.4668693;
1584543154;722477;870;214371;1584543154;722477;-9.864111;0.1436521;-0.4429273;
1584543154;745970;870;238511;1584543154;745970;-9.89763;0.1508347;-0.3663129;
1584543154;774467;870;266441;1584543154;774467;-9.852139;0.1819593;-0.4118027;
1584543154;791287;870;283164;1584543154;791287;-10.05565;0.2035071;-0.2873042;
1584543154;806939;870;298831;1584543154;806939;-8.839393;0.5722142;-0.7254431;
1584543154;826458;870;318398;1584543154;826458;-9.514558;0.01915361;-0.01675941;
1584543154;918159;870;410363;1584543154;918159;-9.653421;-0.1197101;-0.4070143;
1584543154;945208;870;452841;1584543154;945208;-10.08917;0.3902549;-0.7661445;
1584543155;40181;870;532208;1584543155;40181;-10.10114;-0.3495534;-1.335965;
1584543155;74382;870;566298;1584543155;74382;-8.779537;0.1292869;0.5147533;
1584543155;150652;870;642592;1584543155;150652;-8.707711;0.237026;0.6703765;
1584543155;173004;870;665532;1584543155;173004;-12.29662;-1.87466;-1.233014;
1584543155;189917;870;681969;1584543155;189917;-6.710947;0.1149217;-0.4309563;
1584543155;207377;870;699341;1584543155;207377;-8.295909;-0.4261679;1.130063;
1584543155;224514;870;716870;1584543155;224514;-8.037335;0.5793968;-1.968034;
1584543155;251036;870;742961;1584543155;251036;-9.844957;0.7589619;1.345541;
1584543155;393528;870;885513;1584543155;393528;-10.17536;-2.044648;-3.337517;
1584543155;409658;870;901964;1584543155;409658;-10.35013;0.1484405;-0.5123591;
1584543155;425454;870;918895;1584543155;425454;-6.962338;-0.581791;-2.626439;
1584543155;452374;870;944548;1584543155;452374;-11.00136;-1.707066;2.147599;
1584543155;496427;870;988469;1584543155;496427;-11.81538;-1.951274;0.02394202;
1584543155;573646;871;82390;1584543155;573646;-15.02362;-0.4381389;-2.154782;
1584543155;670011;871;162073;1584543155;670011;-5.102044;2.06859;1.606509;
1584543155;696759;871;190445;1584543155;696759;-11.2719;1.951274;-2.779668;
1584543155;715411;871;208192;1584543155;715411;-12.34211;-1.149217;0.9552864;
1584543155;732181;871;224548;1584543155;732181;-5.44202;2.317587;2.597709;
1584543155;756758;871;248935;1584543155;756758;-10.49857;1.687912;-3.462016;
1584543155;780384;871;272559;1584543155;780384;-12.42591;-2.387019;0.7110779;
1584543155;863470;871;360562;1584543155;863470;-5.8634;1.575385;-0.5554548;
1584543155;888090;871;380081;1584543155;888090;-10.02931;0.5770026;-3.141193;
1584543155;909427;871;401610;1584543155;909427;-5.193023;0.9935937;0.1675941;
1584543155;925963;871;417859;1584543155;925963;-13.23993;-2.109292;-1.098939;
1584543155;954868;871;446929;1584543155;954868;-10.35732;-1.237802;-0.7038953;
1584543156;32898;871;525616;1584543156;32898;-10.93911;-1.549048;0.4453215;
1584543156;118285;871;610154;1584543156;118285;-5.559336;2.066196;1.127669;
1584543156;133164;871;625309;1584543156;133164;-12.39718;-4.043807;-2.262521;
1584543156;159861;871;652130;1584543156;159861;-8.300697;-0.07900865;1.446098;
1584543156;181493;871;673613;1584543156;181493;-10.8601;-2.066196;-0.6440402;
1584543156;199599;871;692416;1584543156;199599;-12.48337;2.300828;-3.986346;
1584543156;228983;871;721307;1584543156;228983;-9.270349;-1.319205;-1.101333;
1584543156;317161;871;809049;1584543156;317161;-4.050989;1.285686;1.886631;
1584543156;334483;871;826512;1584543156;334483;-10.62547;-1.45328;-0.01197101;
1584543156;413489;871;910023;1584543156;413489;-4.213795;3.002329;-4.572925;
1584543156;435046;871;927071;1584543156;435046;-6.53617;3.189077;1.831564;
1584543156;460905;871;953137;1584543156;460905;-12.94066;-1.850718;3.531447;
1584543156;563039;872;54954;1584543156;563039;-8.147469;0.6081272;1.197101;
1584543156;590640;872;82646;1584543156;590640;-14.76504;-5.233725;1.11091;
1584543156;606948;872;98829;1584543156;606948;-11.22162;-5.523423;-4.965574;
1584543156;631816;872;123973;1584543156;631816;-12.10269;-5.061342;1.51553;
1584543156;650544;872;142576;1584543156;650544;-12.81856;-4.395754;-5.394136;
1584543156;808246;872;300304;1584543156;808246;-10.04607;-1.458069;2.571373;
1584543156;828886;872;321041;1584543156;828886;-0.7469909;5.683835;4.752491;
1584543156;918528;872;410767;1584543156;918528;-27.85414;-7.596802;-0.4884171;
1584543156;939279;872;432234;1584543156;939279;1.235408;3.643975;4.620809;
1584543157;19670;872;512061;1584543157;19670;0.9337386;5.078102;5.808333;
1584543157;43462;872;538783;1584543157;43462;-6.861782;3.557784;-0.3375824;
1584543157;67680;872;559889;1584543157;67680;-8.528147;2.645593;-0.1795651;
1584543157;168828;872;660775;1584543157;168828;-20.67393;-7.053318;-7.680599;
1584543157;269352;872;761332;1584543157;269352;-15.32289;-3.37343;-4.491522;
1584543157;368839;872;860938;1584543157;368839;-6.70137;-1.364695;0.7757213;
1584543157;559439;873;51251;1584543157;559439;-2.628834;4.699818;0.2035071;
1584543157;603170;873;95035;1584543157;603170;-8.169016;4.118027;4.498705;
1584543157;679455;873;190783;1584543157;679455;-7.529764;-2.947262;-3.881001;
1584543157;779451;873;271374;1584543157;779451;-8.487445;-3.979163;-4.209006;
1584543157;879696;873;371730;1584543157;879696;-16.12016;-0.2920926;-0.6967127;
1584543157;979629;873;471666;1584543157;979629;-10.1562;-2.305616;-4.836287;
1584543158;79700;873;571756;1584543158;79700;-1.383849;2.303222;1.599327;
1584543158;184732;873;698383;1584543158;184732;-18.7035;-0.7709329;-2.331952;
1584543158;284845;873;798142;1584543158;284845;-13.62301;0.653617;-4.311957;
1584543158;384897;873;876993;1584543158;384897;-3.801992;3.694253;-2.454057;
1584543158;502239;873;997781;1584543158;502239;-13.09628;5.758055;-2.111686;
1584543158;585001;874;77015;1584543158;585001;-14.51604;0.2466028;-6.555324;
1584543158;685139;874;177167;1584543158;685139;-7.323863;-0.56982;-4.405331;
1584543158;785147;874;277238;1584543158;785147;-7.848193;1.584962;0.545878;
1584543158;879923;874;372077;1584543158;879923;-9.481039;3.639187;0.8810662;
1584543158;980388;874;472516;1584543158;980388;-14.19522;-6.392519;-4.086902;
1584543159;80173;874;572405;1584543159;80173;-5.90889;2.231396;2.379837;
1584543159;180453;874;672658;1584543159;180453;-13.21839;-3.627216;-4.357447;
1584543159;280315;874;772399;1584543159;280315;-14.36042;-0.7206547;3.119645;
1584543159;380627;874;872681;1584543159;380627;-5.614403;9.842563;3.045424;
1584543159;495041;874;987129;1584543159;495041;-12.51689;-3.663129;-1.520318;
1584543159;595923;875;88196;1584543159;595923;-19.21107;1.714248;-4.07972;
1584543159;696033;875;188287;1584543159;696033;-13.01488;-1.051054;1.273715;
1584543159;785927;875;283357;1584543159;785927;-11.88721;-2.956839;-6.821081;
1584543159;886018;875;388347;1584543159;886018;-20.29804;-4.187459;-3.900155;
