sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;magneticFieldX;magneticFieldY;magneticFieldZ;
1584543153;43975;868;537959;1584543153;43975;290.881;-95.09234;-125.3302;
1584543153;146583;868;638390;1584543153;146583;290.881;-95.09234;-125.3302;
1584543153;169548;868;662735;1584543153;169548;290.881;-95.09234;-125.3302;
1584543153;194539;868;686689;1584543153;194539;291.0561;-95.96796;-127.5231;
1584543153;216516;868;719046;1584543153;216516;291.0561;-95.96796;-127.5231;
1584543153;307937;868;800652;1584543153;307937;291.7566;-93.51622;-124.1495;
1584543153;391689;868;885269;1584543153;391689;291.7566;-93.51622;-124.1495;
1584543153;412331;868;906276;1584543153;412331;291.7566;-93.51622;-124.1495;
1584543153;515622;869;18001;1584543153;515622;291.9317;-96.49333;-128.0291;
1584543153;601480;869;94133;1584543153;601480;291.9317;-96.49333;-128.0291;
1584543153;634364;869;127356;1584543153;634364;291.5815;-96.49333;-127.3544;
1584543153;729552;869;226370;1584543153;729552;291.5815;-96.49333;-127.3544;
1584543153;817502;869;322152;1584543153;817502;289.3049;-95.26746;-125.4989;
1584543153;907423;869;401420;1584543153;907423;289.3049;-95.26746;-125.4989;
1584543153;938263;869;434027;1584543153;938263;289.3049;-95.26746;-125.4989;
1584543154;37937;869;530849;1584543154;37937;291.4063;-96.66845;-126.8484;
1584543154;117936;869;610661;1584543154;117936;290.1805;-97.54408;-125.3302;
1584543154;142862;869;637100;1584543154;142862;290.1805;-97.54408;-125.3302;
1584543154;171339;869;663169;1584543154;171339;290.1805;-97.54408;-125.3302;
1584543154;187886;869;679966;1584543154;187886;290.1805;-97.54408;-125.3302;
1584543154;204985;869;697114;1584543154;204985;291.9317;-94.39184;-126.0049;
1584543154;223194;869;723338;1584543154;223194;291.9317;-94.39184;-126.0049;
1584543154;256152;869;750449;1584543154;256152;291.9317;-94.39184;-126.0049;
1584543154;356523;869;849147;1584543154;356523;291.4063;-95.96796;-127.8604;
1584543154;373540;869;865738;1584543154;373540;291.4063;-95.96796;-127.8604;
1584543154;389564;869;881756;1584543154;389564;291.4063;-95.96796;-127.8604;
1584543154;408045;869;900382;1584543154;408045;291.4063;-95.96796;-127.8604;
1584543154;425471;869;935355;1584543154;425471;282.2999;-84.76002;-106.2692;
1584543154;519630;870;11793;1584543154;519630;282.2999;-84.76002;-106.2692;
1584543154;601941;870;93927;1584543154;601941;282.475;-83.18391;-105.4258;
1584543154;618711;870;110687;1584543154;618711;282.475;-83.18391;-105.4258;
1584543154;641427;870;133589;1584543154;641427;282.475;-83.18391;-105.4258;
1584543154;727459;870;225183;1584543154;727459;278.9725;-78.63068;-91.59396;
1584543154;762127;870;253936;1584543154;762127;278.9725;-78.63068;-91.59396;
1584543154;779461;870;271328;1584543154;779461;278.9725;-78.63068;-91.59396;
1584543154;796393;870;288583;1584543154;796393;267.4144;-33.44868;-17.03681;
1584543154;815241;870;307202;1584543154;815241;267.4144;-33.44868;-17.03681;
1584543154;839294;870;331356;1584543154;839294;267.4144;-33.44868;-17.03681;
1584543154;923350;870;415282;1584543154;923350;-137.6475;135.8962;181.1637;
1584543154;967964;870;460210;1584543154;967964;-137.6475;135.8962;181.1637;
1584543155;44972;870;537162;1584543155;44972;-164.9668;111.3789;102.2209;
1584543155;79372;870;571264;1584543155;79372;-164.9668;111.3789;102.2209;
1584543155;155762;870;653092;1584543155;155762;67.94811;-78.10531;-227.3824;
1584543155;178533;870;670605;1584543155;178533;67.94811;-78.10531;-227.3824;
1584543155;194937;870;688051;1584543155;194937;67.94811;-78.10531;-227.3824;
1584543155;212394;870;704667;1584543155;212394;67.94811;-78.10531;-227.3824;
1584543155;229583;870;721754;1584543155;229583;269.8661;-74.07745;-90.24451;
1584543155;255921;870;753967;1584543155;255921;269.8661;-74.07745;-90.24451;
1584543155;398527;870;890421;1584543155;398527;-171.4464;97.89432;83.83462;
1584543155;414918;870;906903;1584543155;414918;-171.4464;97.89432;83.83462;
1584543155;431909;870;926342;1584543155;431909;-171.4464;97.89432;83.83462;
1584543155;457417;870;955273;1584543155;457417;178.4514;18.73827;41.32692;
1584543155;501303;870;993467;1584543155;501303;178.4514;18.73827;41.32692;
1584543155;595712;871;87866;1584543155;595712;178.4514;18.73827;41.32692;
1584543155;675390;871;167310;1584543155;675390;310.67;-91.76498;-122.1253;
1584543155;703381;871;195263;1584543155;703381;310.67;-91.76498;-122.1253;
1584543155;721052;871;213268;1584543155;721052;310.67;-91.76498;-122.1253;
1584543155;739616;871;237172;1584543155;739616;-142.0256;58.66654;-47.06209;
1584543155;768173;871;260834;1584543155;768173;-142.0256;58.66654;-47.06209;
1584543155;785324;871;277450;1584543155;785324;-142.0256;58.66654;-47.06209;
1584543155;873428;871;365590;1584543155;873428;-134.6704;89.83862;25.13352;
1584543155;892892;871;385768;1584543155;892892;-134.6704;89.83862;25.13352;
1584543155;914603;871;406513;1584543155;914603;-134.6704;89.83862;25.13352;
1584543155;930836;871;422789;1584543155;930836;-134.6704;89.83862;25.13352;
1584543155;959867;871;452078;1584543155;959867;309.7944;-71.27547;-148.9456;
1584543156;40867;871;545928;1584543156;40867;-141.5002;66.19688;-45.54396;
1584543156;123268;871;615218;1584543156;123268;-141.5002;66.19688;-45.54396;
1584543156;141162;871;639715;1584543156;141162;-141.5002;66.19688;-45.54396;
1584543156;164418;871;661748;1584543156;164418;50.96109;104.8993;167.1632;
1584543156;186226;871;677852;1584543156;186226;50.96109;104.8993;167.1632;
1584543156;216598;871;708948;1584543156;216598;50.96109;104.8993;167.1632;
1584543156;234217;871;726185;1584543156;234217;50.96109;104.8993;167.1632;
1584543156;322157;871;814939;1584543156;322157;153.5838;-80.38192;-218.4423;
1584543156;342365;871;834310;1584543156;342365;153.5838;-80.38192;-218.4423;
1584543156;423253;871;915673;1584543156;423253;-146.7539;84.05952;-4.385714;
1584543156;442773;871;934992;1584543156;442773;-146.7539;84.05952;-4.385714;
1584543156;466084;871;981672;1584543156;466084;-146.7539;84.05952;-4.385714;
1584543156;567978;872;69210;1584543156;567978;-152.8833;69.17398;-29.85659;
1584543156;595570;872;87597;1584543156;595570;-152.8833;69.17398;-29.85659;
1584543156;613055;872;106605;1584543156;613055;-152.8833;69.17398;-29.85659;
1584543156;636750;872;128880;1584543156;636750;-162.5151;100.5212;73.54505;
1584543156;723973;872;219383;1584543156;723973;-162.5151;100.5212;73.54505;
1584543156;813852;872;306866;1584543156;813852;190.1847;-100.1709;-192.6341;
1584543156;848696;872;341215;1584543156;848696;190.1847;-100.1709;-192.6341;
1584543156;924848;872;417567;1584543156;924848;-28.37009;-11.20794;-99.85934;
1584543156;949018;872;444822;1584543156;949018;-28.37009;-11.20794;-99.85934;
1584543157;26029;872;519051;1584543157;26029;-28.37009;-11.20794;-99.85934;
1584543157;52796;872;545179;1584543157;52796;-18.73827;-9.281572;-112.5104;
1584543157;75919;872;593882;1584543157;75919;-18.73827;-9.281572;-112.5104;
1584543157;176593;872;670198;1584543157;176593;346.5704;-115.757;-226.539;
1584543157;277898;872;793131;1584543157;277898;346.5704;-115.757;-226.539;
1584543157;374178;872;867892;1584543157;374178;80.20679;-57.44067;-219.6231;
1584543157;564681;873;57791;1584543157;564681;80.20679;-57.44067;-219.6231;
1584543157;609032;873;101327;1584543157;609032;256.9069;-121.3609;-196.5137;
1584543157;708134;873;202289;1584543157;708134;256.9069;-121.3609;-196.5137;
1584543157;806882;873;300950;1584543157;806882;321.1774;-129.2415;-230.0813;
1584543157;908440;873;400757;1584543157;908440;321.1774;-129.2415;-230.0813;
1584543158;2716;873;500601;1584543158;2716;322.4033;-130.4674;-233.6236;
1584543158;108361;873;600763;1584543158;108361;322.4033;-130.4674;-233.6236;
1584543158;216607;873;709816;1584543158;216607;159.538;77.57993;52.12253;
1584543158;313646;873;807634;1584543158;313646;159.538;77.57993;52.12253;
1584543158;415360;873;908042;1584543158;415360;-107.0008;153.5838;130.0533;
1584543158;511939;874;8416;1584543158;511939;-107.0008;153.5838;130.0533;
1584543158;612887;874;106814;1584543158;612887;-155.8604;60.59291;-39.47143;
1584543158;714215;874;207758;1584543158;714215;-155.8604;60.59291;-39.47143;
1584543158;790880;874;306130;1584543158;790880;258.3079;14.53529;-21.42253;
1584543158;885481;874;378622;1584543158;885481;108.0515;-67.07249;-238.6841;
1584543158;986111;874;497212;1584543158;986111;108.0515;-67.07249;-238.6841;
1584543159;85930;874;589638;1584543159;85930;354.1007;-98.76994;-202.7549;
1584543159;186282;874;690592;1584543159;186282;354.1007;-98.76994;-202.7549;
1584543159;285442;874;778142;1584543159;285442;-163.741;64.27051;-40.31483;
1584543159;386384;874;890782;1584543159;386384;-163.741;64.27051;-40.31483;
1584543159;501848;875;2716;1584543159;501848;305.7665;-58.84167;-84.0033;
1584543159;602607;875;102470;1584543159;602607;305.7665;-58.84167;-84.0033;
1584543159;702660;875;202273;1584543159;702660;287.7288;-69.52423;-83.49725;
1584543159;796703;875;292379;1584543159;796703;-152.1828;156.736;129.7159;
1584543159;902558;875;396254;1584543159;902558;-152.1828;156.736;129.7159;
1584543160;3116;875;495822;1584543160;3116;291.2312;-61.46852;-37.61593;
1584543160;103540;875;596515;1584543160;103540;291.2312;-61.46852;-37.61593;
1584543160;203102;875;700529;1584543160;203102;260.0591;-160.939;-224.5148;
1584543160;298953;875;794014;1584543160;298953;260.0591;-160.939;-224.5148;
1584543160;387002;875;880218;1584543160;387002;87.38688;-97.54408;-227.8885;
1584543160;408688;875;901780;1584543160;408688;87.38688;-97.54408;-227.8885;
1584543160;587188;876;87649;1584543160;587188;5.779092;-78.98093;-145.572;
1584543160;624294;876;118055;1584543160;624294;5.779092;-78.98093;-145.572;
1584543160;711806;876;211665;1584543160;711806;5.779092;-78.98093;-145.572;
1584543160;746579;876;240407;1584543160;746579;30.47158;85.81076;166.6572;
1584543160;769109;876;266287;1584543160;769109;30.47158;85.81076;166.6572;
1584543160;804091;876;297443;1584543160;804091;30.47158;85.81076;166.6572;
1584543160;887398;876;389210;1584543160;887398;-113.3052;8.931324;-42.67637;
1584543160;925617;876;419058;1584543160;925617;-113.3052;8.931324;-42.67637;
1584543161;17553;876;518532;1584543161;17553;-53.76307;116.4575;128.3665;
1584543161;115642;876;608968;1584543161;115642;-53.76307;116.4575;128.3665;
1584543161;207817;876;701624;1584543161;207817;141.6753;55.51431;96.31703;
1584543161;307755;876;800885;1584543161;307755;93.34109;-90.18887;-220.4665;
1584543161;353606;876;846936;1584543161;353606;93.34109;-90.18887;-220.4665;
1584543161;437155;876;929753;1584543161;437155;93.34109;-90.18887;-220.4665;
1584543161;517563;877;18918;1584543161;517563;312.071;-67.59787;-56.67692;
1584543161;612792;877;106305;1584543161;612792;312.071;-67.59787;-56.67692;
1584543161;654878;877;148502;1584543161;654878;91.58986;-87.38688;-218.1049;
1584543161;730827;877;232237;1584543161;730827;91.58986;-87.38688;-218.1049;
1584543161;819042;877;312209;1584543161;819042;-143.7768;60.76803;12.98846;
1584543161;913649;877;406349;1584543161;913649;-143.7768;60.76803;12.98846;
1584543161;950634;877;443810;1584543161;950634;-143.7768;60.76803;12.98846;
1584543162;28459;877;524396;1584543162;28459;325.2053;-80.73217;-83.15989;
1584543162;118822;877;612035;1584543162;118822;325.2053;-80.73217;-83.15989;
1584543162;154157;877;646623;1584543162;154157;122.2366;-103.3232;-233.4549;
1584543162;230220;877;727739;1584543162;230220;122.2366;-103.3232;-233.4549;
1584543162;319169;877;811341;1584543162;319169;182.129;-108.9271;-217.5989;
1584543162;355174;877;848738;1584543162;355174;182.129;-108.9271;-217.5989;
1584543162;428533;877;927231;1584543162;428533;369.5117;-147.8047;-232.7802;
1584543162;527947;878;21474;1584543162;527947;369.5117;-147.8047;-232.7802;
1584543162;564396;878;56861;1584543162;564396;369.5117;-147.8047;-232.7802;
1584543162;658977;878;153339;1584543162;658977;-189.3091;147.2793;182.6819;
1584543162;738386;878;231881;1584543162;738386;-189.3091;147.2793;182.6819;
1584543162;823919;878;317042;1584543162;823919;42.73026;95.96796;193.3088;
1584543162;859661;878;353624;1584543162;859661;42.73026;95.96796;193.3088;
1584543162;933646;878;430303;1584543162;933646;302.4391;-160.2385;-195.5016;
1584543162;970497;878;463761;1584543162;970497;302.4391;-160.2385;-195.5016;
1584543163;48581;878;550701;1584543163;48581;362.3316;-95.09234;-128.3665;
1584543163;133847;878;631307;1584543163;133847;362.3316;-95.09234;-128.3665;
1584543163;224458;878;717727;1584543163;224458;18.2129;98.06944;168.344;
1584543163;249212;878;742295;1584543163;249212;18.2129;98.06944;168.344;
1584543163;334058;878;827345;1584543163;334058;318.7257;-57.79092;-30.7;
1584543163;370616;878;864356;1584543163;370616;318.7257;-57.79092;-30.7;
1584543163;447815;878;940861;1584543163;447815;144.8276;78.63068;118.2456;
1584543163;544341;879;43184;1584543163;544341;144.8276;78.63068;118.2456;
1584543163;634806;879;128425;1584543163;634806;116.2823;78.45556;139.6681;
1584543163;669624;879;161954;1584543163;669624;116.2823;78.45556;139.6681;
1584543163;745332;879;241799;1584543163;745332;116.2823;78.45556;139.6681;
1584543163;780188;879;274140;1584543163;780188;-130.9928;50.78596;-25.3022;
1584543163;873599;879;368266;1584543163;873599;-130.9928;50.78596;-25.3022;
1584543163;972630;879;465205;1584543163;972630;38.87753;-51.83671;-170.0308;
1584543164;44604;879;536979;1584543164;44604;38.87753;-51.83671;-170.0308;
1584543164;80228;879;573369;1584543164;80228;38.87753;-51.83671;-170.0308;
1584543164;164974;879;671054;1584543164;164974;-83.00878;143.6017;132.9209;
1584543164;282224;879;774833;1584543164;282224;-83.00878;143.6017;132.9209;
1584543164;365870;879;869947;1584543164;365870;-202.4434;170.2205;175.4286;
1584543164;490597;879;987156;1584543164;490597;280.8989;-53.58795;-56.0022;
1584543164;569963;880;63101;1584543164;569963;280.8989;-53.58795;-56.0022;
1584543164;660743;880;157777;1584543164;660743;67.94811;59.19191;141.0176;
1584543164;706358;880;198127;1584543164;706358;67.94811;59.19191;141.0176;
1584543164;780441;880;290013;1584543164;780441;67.94811;59.19191;141.0176;
1584543164;876370;880;369344;1584543164;876370;-201.3926;140.4494;181.1637;
1584543164;969896;880;463073;1584543164;969896;-201.3926;140.4494;181.1637;
1584543165;65038;880;558166;1584543165;65038;26.09348;88.08738;178.2962;
1584543165;107903;880;600636;1584543165;107903;26.09348;88.08738;178.2962;
1584543165;208981;880;701289;1584543165;208981;-39.05265;-39.05265;-103.4016;
1584543165;304641;880;797741;1584543165;304641;-39.05265;-39.05265;-103.4016;
1584543165;390704;880;882457;1584543165;390704;19.08852;-52.36208;-153.3313;
1584543165;495323;880;999595;1584543165;495323;19.08852;-52.36208;-153.3313;
1584543165;591069;881;84200;1584543165;591069;-156.5609;81.95804;65.44835;
1584543165;680229;881;173779;1584543165;680229;74.25258;80.55704;166.9945;
1584543165;710537;881;204912;1584543165;710537;74.25258;80.55704;166.9945;
1584543165;787154;881;280158;1584543165;787154;74.25258;80.55704;166.9945;
1584543165;891417;881;385065;1584543165;891417;164.4414;41.85464;65.9544;
1584543165;991638;881;484791;1584543165;991638;-129.5918;147.8047;157.5484;
1584543166;83806;881;577973;1584543166;83806;-129.5918;147.8047;157.5484;
1584543166;185046;881;685732;1584543166;185046;-153.5838;41.15414;-33.56758;
1584543166;294283;881;786013;1584543166;294283;289.48;-69.52423;-36.60385;
1584543166;371599;881;864672;1584543166;371599;289.48;-69.52423;-36.60385;
1584543166;462161;881;955322;1584543166;462161;-153.4086;34.32431;-21.92857;
1584543166;501078;881;998357;1584543166;501078;-153.4086;34.32431;-21.92857;
1584543166;598148;882;90486;1584543166;598148;-153.4086;34.32431;-21.92857;
1584543166;690073;882;183898;1584543166;690073;-16.11141;98.41969;141.0176;
1584543166;733538;882;226446;1584543166;733538;-16.11141;98.41969;141.0176;
1584543166;810973;882;312182;1584543166;810973;306.1168;-66.19688;-39.80879;
1584543166;910743;882;404265;1584543166;910743;306.1168;-66.19688;-39.80879;
1584543166;938511;882;431919;1584543166;938511;306.1168;-66.19688;-39.80879;
1584543166;962144;882;455993;1584543166;962144;-149.5559;51.13621;-30.36264;
1584543166;983530;882;488604;1584543166;983530;-149.5559;51.13621;-30.36264;
1584543167;70810;882;564506;1584543167;70810;91.23961;-95.44258;-226.8764;
1584543167;103265;882;595945;1584543167;103265;91.23961;-95.44258;-226.8764;
1584543167;194625;882;686811;1584543167;194625;88.43762;-99.99581;-221.4786;
1584543167;276767;882;770404;1584543167;276767;88.43762;-99.99581;-221.4786;
1584543167;312141;882;805227;1584543167;312141;226.7856;15.58604;9.614835;
1584543167;403254;882;896665;1584543167;403254;226.7856;15.58604;9.614835;
1584543167;435732;882;928888;1584543167;435732;226.7856;15.58604;9.614835;
1584543167;516805;883;9861;1584543167;516805;-88.08738;-5.078596;-46.05;
1584543167;603546;883;97281;1584543167;603546;-88.08738;-5.078596;-46.05;
1584543167;638965;883;131692;1584543167;638965;-190.3598;129.7669;163.1148;
1584543167;660035;883;153594;1584543167;660035;-190.3598;129.7669;163.1148;
1584543167;681224;883;174568;1584543167;681224;-190.3598;129.7669;163.1148;
1584543167;714285;883;206850;1584543167;714285;-190.3598;129.7669;163.1148;
1584543167;815017;883;307176;1584543167;815017;-141.1499;59.89241;-6.072527;
1584543167;843506;883;336666;1584543167;843506;-141.1499;59.89241;-6.072527;
1584543167;923083;883;416587;1584543167;923083;298.7616;-156.5609;-220.9725;
1584543168;24053;883;517516;1584543168;24053;-165.3171;149.9061;180.1516;
1584543168;54652;883;546826;1584543168;54652;-165.3171;149.9061;180.1516;
1584543168;75851;883;568273;1584543168;75851;-165.3171;149.9061;180.1516;
1584543168;95372;883;588504;1584543168;95372;-165.3171;149.9061;180.1516;
1584543168;178054;883;671044;1584543168;178054;-52.5372;-28.72034;-65.44835;
1584543168;198668;883;696456;1584543168;198668;-52.5372;-28.72034;-65.44835;
1584543168;283616;883;776289;1584543168;283616;94.91721;70.39985;155.8615;
1584543168;307593;883;810343;1584543168;307593;94.91721;70.39985;155.8615;
1584543168;405602;883;897499;1584543168;405602;-134.6704;149.0305;175.2599;
1584543168;487964;883;981499;1584543168;487964;-134.6704;149.0305;175.2599;
1584543168;512182;884;11936;1584543168;512182;-134.6704;149.0305;175.2599;
1584543168;611843;884;109110;1584543168;611843;313.8222;-50.78596;-15.51868;
1584543168;644883;884;138914;1584543168;644883;313.8222;-50.78596;-15.51868;
1584543168;731878;884;233771;1584543168;731878;-1.050744;107.5261;149.4516;
1584543168;833358;884;326050;1584543168;833358;-1.050744;107.5261;149.4516;
1584543168;928002;884;421692;1584543168;928002;-199.8165;98.24457;116.2214;
1584543169;32527;884;525867;1584543169;32527;134.4952;68.99886;116.7275;
1584543169;128373;884;620390;1584543169;128373;134.4952;68.99886;116.7275;
1584543169;160124;884;653277;1584543169;160124;134.4952;68.99886;116.7275;
1584543169;239109;884;741909;1584543169;239109;342.0172;-156.0355;-224.5148;
1584543169;270723;884;764406;1584543169;270723;342.0172;-156.0355;-224.5148;
1584543169;295772;884;797830;1584543169;295772;314.3476;-59.36704;-39.97747;
1584543169;388259;884;892783;1584543169;388259;314.3476;-59.36704;-39.97747;
1584543169;493623;884;986449;1584543169;493623;-192.4613;167.5937;193.1401;
1584543169;517357;885;14091;1584543169;517357;-192.4613;167.5937;193.1401;
1584543169;608354;885;102234;1584543169;608354;66.19688;-80.20679;-191.9593;
1584543169;640445;885;137192;1584543169;640445;66.19688;-80.20679;-191.9593;
1584543169;742716;885;243053;1584543169;742716;66.19688;-80.20679;-191.9593;
1584543169;836089;885;329833;1584543169;836089;69.17398;85.28539;160.7533;
1584543169;927189;885;420432;1584543169;927189;-157.0862;63.57001;-3.542308;
1584543169;960214;885;452976;1584543169;960214;-157.0862;63.57001;-3.542308;
1584543170;42780;885;535172;1584543170;42780;-157.0862;63.57001;-3.542308;
1584543170;129999;885;627078;1584543170;129999;89.48837;-84.93514;-216.7555;
1584543170;164628;885;657490;1584543170;164628;89.48837;-84.93514;-216.7555;
1584543170;244001;885;737052;1584543170;244001;115.2316;57.09043;123.1374;
1584543170;329448;885;822948;1584543170;329448;115.2316;57.09043;123.1374;
1584543170;365336;885;858600;1584543170;365336;69.52423;79.33118;168.85;
1584543170;444133;885;937782;1584543170;444133;69.52423;79.33118;168.85;
1584543170;472813;885;965379;1584543170;472813;69.52423;79.33118;168.85;
1584543170;493448;885;986787;1584543170;493448;-121.1858;137.6475;146.078;
1584543170;514253;886;7883;1584543170;514253;-121.1858;137.6475;146.078;
1584543170;644415;886;137724;1584543170;644415;-137.9977;30.82183;-29.01319;
