sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;distance;
1584543153;117928;868;608087;1584543153;117864;1.62;
1584543153;222294;868;712402;1584543153;222225;1.63;
1584543153;324610;868;814760;1584543153;324547;1.64;
1584543153;426571;868;916739;1584543153;426502;1.62;
1584543153;519945;869;10106;1584543153;519876;1.62;
1584543153;621164;869;111291;1584543153;621103;1.7;
1584543153;730611;869;220779;1584543153;730539;1.61;
1584543153;827912;869;318019;1584543153;827843;1.62;
1584543153;927107;869;419207;1584543153;927041;1.62;
1584543154;30241;869;520438;1584543154;30173;1.62;
1584543154;129946;869;620159;1584543154;129886;1.63;
1584543154;230607;869;721094;1584543154;230549;1.62;
1584543154;339448;869;830466;1584543154;339400;1.67;
1584543154;434849;869;932815;1584543154;434781;1.62;
1584543154;533064;870;23158;1584543154;532999;1.62;
1584543154;633258;870;123405;1584543154;633201;1.62;
1584543154;736427;870;226455;1584543154;736363;1.64;
1584543154;836003;870;326159;1584543154;835941;1.62;
1584543154;937352;870;428993;1584543154;937289;1.63;
1584543155;37339;870;528695;1584543155;37279;1.62;
1584543155;142615;870;632828;1584543155;142546;1.67;
1584543155;244444;870;736707;1584543155;244377;1.64;
1584543155;339901;870;829984;1584543155;339845;3.09;
1584543155;442111;870;932558;1584543155;442047;3.13;
1584543155;539751;871;30047;1584543155;539674;3.11;
1584543155;639625;871;129902;1584543155;639549;3.16;
1584543155;740573;871;230709;1584543155;740502;1.81;
1584543155;842139;871;332446;1584543155;842065;1.85;
1584543155;946615;871;438446;1584543155;946551;3.22;
1584543156;48502;871;538783;1584543156;48432;1.93;
1584543156;145136;871;635336;1584543156;144547;1.9;
1584543156;245324;871;738449;1584543156;245254;1.93;
1584543156;346720;871;836882;1584543156;346649;3.34;
1584543156;447246;871;937370;1584543156;447175;2.02;
1584543156;558432;872;48849;1584543156;558381;2.08;
1584543156;677191;872;197161;1584543156;676255;2.07;
1584543156;794514;872;284663;1584543156;794451;2.13;
1584543156;891961;872;382241;1584543156;891889;2.18;
1584543156;994885;872;485069;1584543156;994816;2.24;
1584543157;95017;872;585135;1584543157;94948;2.24;
1584543157;196998;872;687153;1584543157;196928;2.3;
1584543157;298274;872;788433;1584543157;298204;2.33;
1584543157;397099;872;887257;1584543157;397030;2.39;
1584543157;497391;872;990467;1584543157;497321;2.43;
1584543157;598306;873;88468;1584543157;598237;2.47;
1584543157;702242;873;196655;1584543157;701403;2.53;
1584543157;802253;873;294802;1584543157;802186;2.57;
1584543157;901525;873;391804;1584543157;901472;2.65;
1584543158;2994;873;493174;1584543158;2929;4.42;
1584543158;103012;873;593131;1584543158;102941;2.84;
1584543158;208859;873;704093;1584543158;208788;2.79;
1584543158;304727;873;795330;1584543158;304654;4.44;
1584543158;406715;873;899605;1584543158;406641;4.43;
1584543158;607886;874;97965;1584543158;607815;1.19;
1584543158;707867;874;198009;1584543158;707799;1.22;
1584543158;809389;874;302282;1584543158;809319;1.45;
1584543158;910760;874;400908;1584543158;910692;1.38;
1584543159;12638;874;502775;1584543159;12531;1.35;
1584543159;114776;874;607084;1584543159;114710;1.39;
1584543159;214777;874;704942;1584543159;214708;1.46;
1584543159;314645;874;804808;1584543159;314575;1.52;
1584543159;414795;874;904972;1584543159;414724;1.57;
1584543159;518907;875;9072;1584543159;518838;1.46;
1584543159;617042;875;107177;1584543159;616972;1.66;
1584543159;719852;875;210011;1584543159;719277;1.54;
1584543159;820024;875;310197;1584543159;819951;1.76;
1584543159;923897;875;414113;1584543159;923829;1.82;
1584543160;25034;875;515192;1584543160;24964;2.03;
1584543160;122697;875;612859;1584543160;122625;1.75;
1584543160;827145;876;317522;1584543160;827069;1.11;
1584543160;929975;876;420748;1584543160;929907;1.15;
1584543161;29265;876;520213;1584543161;29197;1.2;
1584543161;130106;876;620347;1584543161;130036;1.26;
1584543161;234010;876;724198;1584543161;233938;1.28;
1584543161;346960;876;841864;1584543161;346889;1.38;
1584543161;433366;876;924906;1584543161;433296;1.39;
1584543161;535408;877;25558;1584543161;535341;1.45;
1584543161;635328;877;129236;1584543161;634788;1.53;
1584543161;738057;877;228241;1584543161;737986;1.56;
1584543161;836395;877;326529;1584543161;836322;1.62;
1584543161;938480;877;430524;1584543161;938412;1.66;
1584543162;38203;877;528353;1584543162;38135;1.74;
1584543162;138622;877;628663;1584543162;138548;1.8;
1584543162;239633;877;729710;1584543162;239562;1.88;
1584543162;340921;877;831079;1584543162;340852;1.91;
1584543162;442519;877;932689;1584543162;442450;1.99;
1584543162;548718;878;38904;1584543162;548649;2.05;
1584543162;649593;878;142456;1584543162;649522;2.11;
1584543162;749456;878;242010;1584543162;749386;2.16;
1584543162;848407;878;338554;1584543162;848339;1.56;
1584543162;948075;878;438267;1584543162;948005;2.29;
1584543163;49939;878;540031;1584543163;49865;2.35;
1584543163;150617;878;640887;1584543163;150541;2.41;
