sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;voltage;
1584543153;511563;869;1686;1584543153;511516;7.413846;
1584543154;511820;870;2960;1584543154;511770;7.418681;
1584543155;512062;871;3724;1584543155;512013;7.413846;
1584543156;513118;872;4296;1584543156;513071;7.399341;
1584543157;513640;873;5316;1584543157;513598;7.404176;
1584543158;514472;874;4620;1584543158;514425;7.399341;
1584543159;516079;875;6213;1584543159;516038;7.404176;
1584543160;517190;876;7258;1584543160;517148;7.394505;
1584543161;519409;877;11255;1584543161;519358;7.394505;
1584543162;519706;878;9886;1584543162;519661;7.399341;
1584543163;520153;879;11920;1584543163;520111;7.404176;
1584543164;520956;880;12770;1584543164;520914;7.384835;
1584543165;521985;881;14358;1584543165;521930;7.384835;
1584543166;524238;882;18046;1584543166;524180;7.384835;
1584543167;525058;883;21000;1584543167;525007;7.384835;
1584543168;525492;884;18363;1584543168;525445;7.394505;
1584543169;528208;885;22501;1584543169;527693;7.38;
1584543170;536541;886;32058;1584543170;536493;7.375165;
1584543171;538478;887;28639;1584543171;538414;7.384835;
1584543172;537897;888;31677;1584543172;537855;7.404176;
1584543173;538985;889;30629;1584543173;538944;7.399341;
1584543174;539904;890;30191;1584543174;539862;7.394505;
1584543175;540406;891;32184;1584543175;540365;7.326813;
1584543176;541394;892;33172;1584543176;541353;7.360659;
1584543177;544080;893;34216;1584543177;544033;7.157582;
1584543178;546607;894;36711;1584543178;546551;7.399341;
1584543179;548116;895;45040;1584543179;548057;7.496044;
1584543180;548354;896;40601;1584543180;548293;7.38;
1584543181;547894;897;39966;1584543181;547853;7.38967;
1584543182;548260;898;40173;1584543182;548219;7.399341;
1584543183;549539;899;41331;1584543183;549497;7.38;
1584543184;551469;900;41638;1584543184;551421;7.38;
1584543185;551715;901;42009;1584543185;551670;7.375165;
1584543186;552209;902;44315;1584543186;552167;7.394505;
1584543187;552338;903;43432;1584543187;552293;7.384835;
1584543188;553205;904;43378;1584543188;553161;7.394505;
1584543189;553878;905;45259;1584543189;553836;7.38;
1584543190;555126;906;45289;1584543190;555079;7.384835;
1584543191;560456;907;50631;1584543191;560391;7.317143;
1584543192;555770;908;46009;1584543192;555727;7.38967;
1584543193;556055;909;48007;1584543193;556011;7.38967;
1584543194;557082;910;47381;1584543194;557038;7.384835;
1584543195;557503;911;49312;1584543195;557461;7.167253;
1584543196;558623;912;49814;1584543196;558580;7.394505;
1584543197;558903;913;50274;1584543197;558860;7.384835;
1584543198;563538;914;53677;1584543198;559307;7.38;
1584543199;559783;915;51405;1584543199;559741;7.370329;
1584543200;560836;916;52619;1584543200;560793;7.384835;
1584543201;561645;917;53823;1584543201;561603;7.370329;
1584543202;562145;918;53909;1584543202;562103;7.399341;
1584543203;564917;919;55092;1584543203;564857;7.394505;
1584543204;564242;920;54533;1584543204;564201;7.394505;
1584543205;564554;921;56400;1584543205;564512;7.375165;
1584543206;566579;922;58044;1584543206;566525;7.394505;
1584543207;567897;923;60022;1584543207;567843;7.394505;
1584543208;568957;924;60799;1584543208;568907;7.370329;
1584543209;573914;925;65292;1584543209;573652;7.370329;
1584543210;569577;926;61404;1584543210;569534;7.38;
1584543211;570995;927;63299;1584543211;570951;7.365494;
1584543212;571764;928;63367;1584543212;571722;7.384835;
1584543213;573354;929;67371;1584543213;573308;7.38967;
1584543214;574017;930;65526;1584543214;573962;7.38;
1584543215;574817;931;66707;1584543215;574772;7.38967;
1584543216;580041;932;71707;1584543216;579992;7.404176;
1584543217;582793;933;72930;1584543217;582734;7.350989;
1584543218;583482;934;81894;1584543218;583425;7.370329;
1584543219;583880;935;74027;1584543219;583834;7.38;
1584543220;584545;936;75845;1584543220;584497;7.38;
1584543221;595518;937;87896;1584543221;595473;7.370329;
1584543222;596243;938;87659;1584543222;596188;7.370329;
1584543223;598320;939;88651;1584543223;598265;7.384835;
1584543224;598701;940;92782;1584543224;598655;7.38;
1584543225;599093;941;90298;1584543225;599051;7.375165;
1584543226;599781;942;92222;1584543226;599731;7.370329;
1584543227;600267;943;90401;1584543227;600227;7.370329;
1584543228;601481;944;99629;1584543228;601432;7.38;
1584543229;602195;945;93908;1584543229;601644;7.38;
1584543230;603801;946;96794;1584543230;603755;7.384835;
1584543231;606004;947;97601;1584543231;605945;7.341319;
1584543232;605973;948;101605;1584543232;605930;7.384835;
