sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;latitude;longitude;altitude;heading;
1584543401;53000;1116;550347;1584543401;53000;0;0;0;2.248003;
1584543401;131787;1116;629422;1584543401;131787;0;0;0;2.253998;
1584543401;161203;1116;655887;1584543401;161203;0;0;0;2.259637;
1584543401;193201;1116;686503;1584543401;193201;0;0;0;2.265337;
1584543401;285560;1116;778836;1584543401;285560;0;0;0;2.271346;
1584543401;320792;1116;814309;1584543401;320792;0;0;0;2.276965;
1584543401;405080;1116;901398;1584543401;405080;0;0;0;2.282872;
1584543401;431017;1116;923975;1584543401;431017;0;0;0;2.288499;
1584543401;462027;1116;956277;1584543401;462027;0;0;0;2.294199;
1584543401;537247;1117;30632;1584543401;537247;0;0;0;2.300092;
1584543401;566387;1117;59154;1584543401;566387;0;0;0;2.305701;
1584543401;592587;1117;86389;1584543401;592587;0;0;0;2.311368;
1584543401;619529;1117;112536;1584543401;619529;0;0;0;2.31708;
1584543401;698098;1117;198088;1584543401;698098;0;0;0;2.322964;
1584543401;786369;1117;279870;1584543401;786369;0;0;0;2.328773;
1584543401;818953;1117;311853;1584543401;818953;0;0;0;2.334402;
1584543401;896392;1117;390201;1584543401;896392;0;0;0;2.340284;
1584543401;988279;1117;482216;1584543401;988279;0;0;0;2.346111;
1584543402;21373;1117;514550;1584543402;21373;0;0;0;2.351723;
1584543402;98864;1117;601235;1584543402;98864;0;0;0;2.357465;
1584543402;129552;1117;623537;1584543402;129552;0;0;0;2.362921;
1584543402;156718;1117;649599;1584543402;156718;0;0;0;2.368459;
1584543402;181265;1117;677561;1584543402;181265;0;0;0;2.37401;
1584543402;281421;1117;777882;1584543402;281421;0;0;0;2.378421;
1584543402;311107;1117;804567;1584543402;311107;0;0;0;2.383163;
1584543402;396647;1117;890199;1584543402;396647;0;0;0;2.387331;
1584543402;425116;1117;917889;1584543402;425116;0;0;0;2.392176;
1584543402;500163;1117;993704;1584543402;500163;0;0;0;2.396149;
1584543402;528159;1118;28968;1584543402;528159;0;0;0;2.40053;
1584543402;612803;1118;105588;1584543402;612803;0;0;0;2.403224;
