sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;position;
1584543401;101329;1116;588184;1584543401;101329;0.06701865;
1584543401;202032;1116;688875;1584543401;202032;0.06701865;
1584543401;302684;1116;789520;1584543401;302684;0.06701865;
1584543401;403254;1116;890101;1584543401;403254;0.06701865;
1584543401;503936;1116;990779;1584543401;503936;0.06701865;
1584543401;604581;1117;91499;1584543401;604581;0.06701865;
1584543401;705377;1117;192219;1584543401;705377;0.06701865;
1584543401;806000;1117;292837;1584543401;806000;0.06701865;
1584543401;906587;1117;393418;1584543401;906587;0.06701865;
1584543402;7152;1117;493987;1584543402;7152;0.0876339;
1584543402;107630;1117;594468;1584543402;107630;0.1082644;
1584543402;208177;1117;695013;1584543402;208177;0.1082644;
1584543402;308680;1117;795521;1584543402;308680;0.1082644;
1584543402;409330;1117;896251;1584543402;409330;0.1082644;
1584543402;510086;1117;996933;1584543402;510086;0.1082644;
1584543402;610719;1118;97563;1584543402;610719;0.1082644;
1584543402;711402;1118;198240;1584543402;711402;0.1082644;
1584543402;811981;1118;298831;1584543402;811981;0.1082644;
1584543402;912706;1118;399555;1584543402;912706;0.1082644;
1584543403;13448;1118;500290;1584543403;13448;0.1082644;
1584543403;114125;1118;600974;1584543403;114125;0.1082644;
1584543403;214904;1118;701755;1584543403;214904;0.1082644;
1584543403;315573;1118;802414;1584543403;315573;0.1082644;
1584543403;416120;1118;902951;1584543403;416120;0.1082644;
1584543403;516633;1119;3469;1584543403;516633;0.1082644;
1584543403;617220;1119;104071;1584543403;617220;0.1082644;
1584543403;717971;1119;204814;1584543403;717971;0.1082644;
1584543403;818519;1119;305370;1584543403;818519;0.1082644;
1584543403;919282;1119;406133;1584543403;919282;0.1082644;
1584543404;20039;1119;506904;1584543404;20039;0.1082644;
1584543404;120673;1119;607526;1584543404;120673;0.1082644;
1584543404;221430;1119;708284;1584543404;221430;0.1082644;
1584543404;322047;1119;808889;1584543404;322047;0.1082644;
1584543404;422763;1119;909599;1584543404;422763;0.1082644;
1584543404;523336;1120;10174;1584543404;523336;0.1082644;
1584543404;624031;1120;110865;1584543404;624031;0.1082644;
1584543404;724603;1120;211446;1584543404;724603;0.1082644;
1584543404;825093;1120;311938;1584543404;825093;0.1082644;
1584543404;925676;1120;412510;1584543404;925676;0.1082644;
1584543405;26346;1120;513199;1584543405;26346;0.1082644;
1584543405;126832;1120;613697;1584543405;126832;0.1082644;
1584543405;227346;1120;714186;1584543405;227346;0.1082644;
1584543405;327922;1120;814771;1584543405;327922;0.1082644;
1584543405;428607;1120;915455;1584543405;428607;0.1082644;
1584543405;529264;1121;16114;1584543405;529264;0.1082644;
1584543405;629941;1121;116800;1584543405;629941;0.1082644;
1584543405;730652;1121;217504;1584543405;730652;0.1082644;
1584543405;831472;1121;318321;1584543405;831472;0.1082644;
1584543405;932059;1121;418904;1584543405;932059;0.1082644;
