sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;voltage;
1584543401;838124;1117;329889;1584543401;838081;7.346153;
1584543402;841557;1118;332358;1584543402;841496;7.346153;
1584543403;844574;1119;334939;1584543403;844510;7.350989;
1584543404;846487;1120;338470;1584543404;846421;7.365494;
1584543405;844513;1121;335010;1584543405;844471;7.346153;
1584543406;844890;1122;339184;1584543406;844842;7.331648;
1584543407;847091;1123;338836;1584543407;847039;7.336483;
1584543408;851619;1124;343258;1584543408;851568;7.360659;
1584543409;848566;1125;340214;1584543409;848501;7.346153;
1584543410;848712;1126;346154;1584543410;848667;7.259121;
1584543411;850773;1127;342445;1584543411;850711;7.326813;
1584543412;850525;1128;342113;1584543412;850483;7.331648;
1584543413;851020;1129;344018;1584543413;850971;7.350989;
1584543414;852481;1130;346546;1584543414;852433;7.346153;
1584543415;853428;1131;346053;1584543415;853385;7.341319;
1584543416;855498;1132;349881;1584543416;855111;7.341319;
1584543417;854711;1133;346287;1584543417;854669;7.346153;
1584543418;855550;1134;347884;1584543418;855507;7.317143;
1584543419;858373;1135;350131;1584543419;858324;7.346153;
1584543420;862560;1136;355531;1584543420;862503;7.278461;
1584543421;863274;1137;353685;1584543421;863225;7.307473;
1584543422;864116;1138;355531;1584543422;864074;7.331648;
1584543423;864548;1139;356528;1584543423;864505;7.346153;
1584543424;865431;1140;357284;1584543424;865388;7.346153;
1584543425;866715;1141;358450;1584543425;866662;7.336483;
1584543426;867597;1142;361675;1584543426;867543;7.346153;
1584543427;868537;1143;358992;1584543427;868490;7.336483;
1584543428;870201;1144;367583;1584543428;870139;7.331648;
1584543429;871105;1145;361560;1584543429;871036;7.321978;
1584543430;870576;1146;361122;1584543430;870535;7.331648;
1584543431;870981;1147;364136;1584543431;870932;7.321978;
1584543432;872168;1148;364253;1584543432;872126;7.336483;
1584543433;874210;1149;366115;1584543433;874158;7.336483;
1584543434;874858;1150;366635;1584543434;874809;7.317143;
1584543435;875400;1151;367066;1584543435;875359;7.307473;
1584543436;875812;1152;370624;1584543436;875765;7.321978;
1584543437;878979;1153;369545;1584543437;878930;7.302637;
1584543438;886934;1154;377460;1584543438;886868;7.317143;
1584543439;882390;1155;374306;1584543439;882349;7.302637;
1584543440;883272;1156;375158;1584543440;883229;7.283297;
1584543441;884097;1157;376190;1584543441;884056;7.312307;
1584543442;885140;1158;377178;1584543442;885099;7.312307;
1584543443;886179;1159;378222;1584543443;886123;7.312307;
1584543444;887574;1160;382341;1584543444;887527;7.317143;
1584543445;889596;1161;382258;1584543445;889541;7.326813;
1584543446;893434;1162;385573;1584543446;893375;7.321978;
1584543447;891960;1163;382497;1584543447;891913;7.273626;
1584543448;893024;1164;385108;1584543448;892983;7.278461;
1584543449;904514;1165;395002;1584543449;904436;7.297802;
1584543450;895915;1166;393047;1584543450;895874;7.244615;
1584543451;896845;1167;388888;1584543451;896800;6.998022;
1584543452;898853;1168;391394;1584543452;898807;7.234945;
1584543453;900434;1169;390928;1584543453;900387;7.321978;
1584543454;900764;1170;392950;1584543454;900719;7.307473;
1584543455;901966;1171;393665;1584543455;901924;7.317143;
1584543456;903394;1172;395329;1584543456;903348;7.302637;
1584543457;904343;1173;396215;1584543457;904301;7.312307;
1584543458;905142;1174;397217;1584543458;905100;7.297802;
1584543459;906019;1175;397955;1584543459;905975;7.283297;
1584543460;906894;1176;398669;1584543460;906852;7.215604;
1584543461;910768;1177;404343;1584543461;910707;7.288132;
1584543462;908272;1178;398799;1584543462;908230;7.312307;
1584543463;908552;1179;403127;1584543463;908508;7.418681;
1584543464;911419;1180;401954;1584543464;909476;7.302637;
1584543465;909903;1181;402148;1584543465;909619;7.283297;
1584543466;910802;1182;402727;1584543466;910759;7.307473;
1584543467;911675;1183;403579;1584543467;911634;7.312307;
1584543468;915816;1184;406317;1584543468;915755;7.297802;
1584543469;915877;1185;407666;1584543469;915827;7.302637;
1584543470;916640;1186;408550;1584543470;916599;7.278461;
1584543471;919782;1187;410212;1584543471;919734;7.317143;
1584543472;921399;1188;416534;1584543472;921351;7.326813;
1584543473;922480;1189;414148;1584543473;922434;7.317143;
1584543474;923142;1190;414913;1584543474;923099;7.317143;
1584543475;923779;1191;416562;1584543475;923737;7.205934;
1584543476;924473;1192;414920;1584543476;924427;7.302637;
1584543477;927155;1193;417671;1584543477;927107;7.278461;
1584543478;927598;1194;419565;1584543478;927557;7.292967;
1584543479;928272;1195;418929;1584543479;928229;7.297802;
1584543480;928738;1196;420831;1584543480;928692;7.312307;
