sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;distance;
1584543401;64112;1116;554558;1584543401;64040;0.59;
1584543401;167007;1116;657424;1584543401;166938;1.01;
1584543401;267387;1116;757856;1584543401;267314;1.57;
1584543401;368390;1116;858868;1584543401;368320;1.01;
1584543401;469458;1116;960694;1584543401;469384;1.1;
1584543401;570473;1117;60917;1584543401;570400;1.36;
1584543401;673593;1117;164149;1584543401;673520;1.57;
1584543401;776335;1117;266735;1584543401;776264;1.04;
1584543401;880338;1117;370700;1584543401;880271;1.1;
1584543401;981196;1117;471561;1584543401;981123;1.59;
1584543402;80586;1117;571131;1584543402;80512;1.57;
1584543402;183723;1117;674164;1584543402;183653;1.36;
1584543402;283281;1117;773666;1584543402;283209;1.58;
1584543402;388352;1117;878795;1584543402;388281;1.43;
1584543402;485213;1117;975505;1584543402;485144;1.54;
1584543402;586039;1118;76567;1584543402;585968;0.81;
1584543402;687522;1118;178041;1584543402;687448;1.52;
1584543402;791659;1118;282154;1584543402;791586;1.45;
1584543402;892254;1118;382756;1584543402;892181;1.43;
1584543402;996419;1118;486955;1584543402;996345;0.95;
1584543403;94789;1118;585328;1584543403;94716;1.15;
1584543403;195785;1118;686329;1584543403;195712;1.19;
1584543403;306512;1118;796966;1584543403;306444;0.98;
1584543403;397235;1118;887616;1584543403;397165;1.19;
1584543403;498045;1118;988611;1584543403;497971;1.48;
1584543403;600569;1119;91094;1584543403;600496;1.33;
1584543403;702359;1119;192870;1584543403;702285;1.35;
1584543403;803462;1119;293985;1584543403;803388;1.24;
1584543403;904501;1119;395031;1584543403;904428;1.16;
1584543404;5606;1119;496218;1584543404;5533;1.16;
1584543404;105640;1119;596273;1584543404;105568;0.83;
1584543404;207006;1119;697529;1584543404;206933;1.27;
1584543404;312497;1119;803023;1584543404;312425;1.56;
1584543404;414158;1119;905126;1584543404;414013;0.87;
1584543404;516578;1120;6989;1584543404;515662;0.81;
1584543404;618744;1120;109087;1584543404;618671;1.67;
1584543404;720572;1120;210912;1584543404;720499;0.99;
1584543404;820413;1120;311315;1584543404;820344;1.74;
1584543404;919846;1120;410391;1584543404;919774;1.7;
1584543405;22518;1120;513066;1584543405;22445;1.06;
1584543405;122544;1120;613083;1584543405;122471;1.56;
1584543405;241394;1120;736546;1584543405;240014;0.89;
1584543405;324507;1120;815089;1584543405;324436;1.23;
1584543405;431237;1120;921733;1584543405;431164;1.17;
1584543405;531945;1121;22444;1584543405;531871;0.99;
1584543405;632873;1121;123378;1584543405;632798;1.04;
1584543405;733173;1121;223611;1584543405;733105;1.04;
1584543405;833943;1121;324409;1584543405;833871;1.16;
1584543405;934792;1121;425280;1584543405;934720;0.65;
