sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;angularVelocityX;angularVelocityY;angularVelocityZ;
1584543406;720859;1122;213880;1584543406;720859;-11.47461;7.446289;-33.75244;
1584543406;758071;1122;250860;1584543406;758071;-15.01465;-11.04736;-33.20312;
1584543406;840069;1122;343420;1584543406;840069;7.751465;-1.220703;-31.92139;
1584543406;925275;1122;418979;1584543406;925275;5.371094;10.86426;-39.97803;
1584543406;956468;1122;449964;1584543406;956468;4.272461;5.79834;-44.12842;
1584543407;44935;1122;551613;1584543407;44935;-0.9765625;-4.150391;-48.52295;
1584543407;135537;1122;645032;1584543407;135537;15.625;-2.746582;-47.24121;
1584543407;244551;1122;737900;1584543407;244551;-10.0708;-1.77002;-52.4292;
1584543407;270831;1122;763383;1584543407;270831;-26.30615;-20.99609;-52.49023;
1584543407;291938;1122;785370;1584543407;291938;20.26367;2.746582;-52.6123;
1584543407;375687;1122;869545;1584543407;375687;-3.723145;2.624512;-56.33545;
1584543407;397038;1122;890615;1584543407;397038;11.16943;5.79834;-58.34961;
1584543407;480741;1122;973846;1584543407;480741;4.699707;12.20703;-48.0957;
1584543407;503107;1122;996160;1584543407;503107;12.93945;20.44678;-46.81396;
1584543407;531302;1123;24881;1584543407;531302;4.821777;13.42773;-47.48535;
1584543407;626865;1123;119444;1584543407;626865;-9.216309;-20.93506;-53.4668;
1584543407;660206;1123;153333;1584543407;660206;-4.455566;-19.28711;-52.97852;
1584543407;682456;1123;185531;1584543407;682456;-2.807617;9.094238;-52.6123;
1584543407;767054;1123;260405;1584543407;767054;13.24463;-28.13721;-48.27881;
1584543407;798191;1123;291448;1584543407;798191;17.15088;-7.019043;-45.89844;
1584543407;880548;1123;373156;1584543407;880548;-1.403809;-13.06152;-19.04297;
1584543407;903317;1123;396899;1584543407;903317;1.281738;-1.647949;-11.59668;
1584543407;933050;1123;426064;1584543407;933050;28.07617;-3.295898;-8.239746;
1584543408;31640;1123;525178;1584543408;31640;-3.540039;24.29199;-8.850098;
1584543408;136248;1123;629838;1584543408;136248;-7.019043;21.24023;34.60693;
1584543408;251014;1123;744311;1584543408;251014;13.48877;-6.164551;69.70215;
1584543408;336501;1123;830723;1584543408;336501;5.126953;1.098633;6.164551;
1584543408;436271;1123;929867;1584543408;436271;-14.83154;5.432129;3.540039;
1584543408;464233;1123;961791;1584543408;464233;-2.868652;-4.211426;-4.272461;
1584543408;556717;1124;49824;1584543408;556717;-12.69531;-21.60645;-4.760742;
1584543408;658515;1124;152139;1584543408;658515;-12.57324;3.295898;0.3051758;
1584543408;688074;1124;181109;1584543408;688074;-19.47021;-1.098633;-2.13623;
1584543408;712261;1124;205350;1584543408;712261;-7.019043;-7.202148;5.371094;
1584543408;796722;1124;290069;1584543408;796722;-6.530762;-0.06103516;2.441406;
1584543408;818099;1124;315198;1584543408;818099;-16.17432;-15.56396;2.441406;
1584543408;916422;1124;413532;1584543408;916422;-5.249023;14.5874;2.807617;
1584543409;11868;1124;505240;1584543409;11868;27.03857;-14.4043;-0.793457;
1584543409;46524;1124;542852;1584543409;46524;19.16504;-5.249023;-0.1831055;
1584543409;125976;1124;619860;1584543409;125976;2.380371;4.577637;-43.02979;
1584543409;216826;1124;731333;1584543409;216826;20.56885;-2.990723;-18.49365;
1584543409;317426;1124;810796;1584543409;317426;-1.464844;-5.371094;-11.84082;
1584543409;412042;1124;905461;1584543409;412042;9.094238;-11.04736;-5.737305;
1584543409;436198;1124;945138;1584543409;436198;7.568359;-2.380371;-7.446289;
1584543409;527287;1125;24495;1584543409;527287;9.033203;1.77002;-4.150391;
1584543409;622583;1125;115886;1584543409;622583;-8.300781;6.896973;-4.821777;
1584543409;716935;1125;210284;1584543409;716935;4.699707;1.037598;-8.239746;
1584543409;755897;1125;248873;1584543409;755897;15.50293;8.728027;-6.713867;
1584543409;856585;1125;353429;1584543409;856585;13.06152;0.8544922;-35.27832;
1584543409;961018;1125;455477;1584543409;961018;21.85059;-4.821777;-8.544922;
1584543410;61500;1125;555031;1584543410;61500;-3.173828;-8.666992;-7.568359;
1584543410;161596;1125;655732;1584543410;161596;-2.685547;5.310059;-5.615234;
1584543410;191951;1125;685060;1584543410;191951;-18.85986;9.094238;-0.1831055;
1584543410;272899;1125;767520;1584543410;272899;-8.483887;-9.82666;28.86963;
1584543410;299414;1125;792877;1584543410;299414;-1.098633;11.77979;44.86084;
1584543410;322625;1125;815561;1584543410;322625;-5.065918;10.13184;59.44824;
1584543410;408507;1125;902163;1584543410;408507;13.42773;14.22119;74.46289;
1584543410;430013;1125;922910;1584543410;430013;25.6958;-24.84131;71.59424;
1584543410;507787;1126;1492;1584543410;507787;17.76123;14.4043;16.35742;
1584543410;529032;1126;22414;1584543410;529032;18.43262;11.53564;6.469727;
1584543410;607827;1126;101366;1584543410;607827;-2.868652;26.24512;1.098633;
1584543410;630089;1126;122979;1584543410;630089;3.723145;8.483887;-1.403809;
1584543410;723314;1126;216704;1584543410;723314;-16.29639;-9.399414;1.647949;
1584543410;748249;1126;242386;1584543410;748249;-16.60156;-13.30566;0;
1584543410;832902;1126;326259;1584543410;832902;2.807617;-4.882812;-48.15674;
1584543410;928274;1126;421797;1584543410;928274;-12.08496;2.258301;-13.97705;
1584543410;965357;1126;462438;1584543410;965357;-0.793457;1.403809;-14.83154;
1584543411;77524;1126;570767;1584543411;77524;25.32959;-10.68115;-7.446289;
1584543411;167528;1126;664735;1584543411;167528;7.385254;11.2915;-9.277344;
1584543411;201183;1126;694689;1584543411;201183;22.70508;-24.41406;-8.117676;
1584543411;277252;1126;770242;1584543411;277252;-7.995605;-22.82715;10.0708;
1584543411;364169;1126;858233;1584543411;364169;-25.45166;-0.9155273;43.51807;
1584543411;452834;1126;950567;1584543411;452834;6.286621;0.9155273;7.141113;
1584543411;539026;1127;32363;1584543411;539026;-5.859375;0.6103516;-1.098633;
1584543411;569946;1127;66812;1584543411;569946;0.6713867;-12.87842;2.563477;
1584543411;607499;1127;101024;1584543411;607499;6.408691;-8.300781;2.685547;
1584543411;684111;1127;177658;1584543411;684111;5.981445;-2.13623;0.6713867;
1584543411;713615;1127;206761;1584543411;713615;5.737305;-16.41846;3.540039;
1584543411;742845;1127;234826;1584543411;742845;5.371094;12.63428;3.234863;
1584543411;814121;1127;307514;1584543411;814121;-9.643555;2.746582;1.403809;
1584543411;842578;1127;336029;1584543411;842578;1.586914;20.93506;5.126953;
1584543411;928825;1127;422086;1584543411;928825;15.68604;-8.728027;3.78418;
1584543411;957970;1127;458521;1584543411;957970;1.037598;-30.09033;0.6713867;
1584543412;51982;1127;545386;1584543412;51982;4.943848;-18.67676;4.577637;
1584543412;84199;1127;577612;1584543412;84199;3.417969;-3.234863;0;
1584543412;171748;1127;665221;1584543412;171748;17.7002;-1.342773;-10.00977;
1584543412;248861;1127;742382;1584543412;248861;4.943848;8.056641;-42.41943;
1584543412;276346;1127;772868;1584543412;276346;2.319336;-0.793457;-48.76709;
1584543412;354501;1127;847475;1584543412;354501;8.422852;-7.202148;-14.83154;
1584543412;387875;1127;880893;1584543412;387875;-13.5498;1.098633;-8.789062;
1584543412;490060;1127;983375;1584543412;490060;2.624512;-1.77002;-8.972168;
1584543412;517909;1128;11166;1584543412;517909;-7.629395;-7.385254;-8.911133;
1584543412;538673;1128;31630;1584543412;538673;-2.197266;-5.79834;-10.92529;
1584543412;619826;1128;112982;1584543412;619826;-0.5493164;-19.104;-4.333496;
1584543412;648685;1128;142721;1584543412;648685;-6.408691;-7.019043;-7.93457;
1584543412;678321;1128;171170;1584543412;678321;-9.155273;6.530762;-5.67627;
1584543412;754529;1128;248013;1584543412;754529;-2.258301;-2.441406;-6.835938;
1584543412;789205;1128;283275;1584543412;789205;-4.699707;6.408691;-7.568359;
1584543412;876415;1128;370026;1584543412;876415;1.708984;7.263184;-3.356934;
1584543412;902622;1128;395778;1584543412;902622;3.356934;-1.525879;-4.089355;
1584543412;984685;1128;482532;1584543412;984685;-10.92529;-6.591797;-7.568359;
1584543413;10961;1128;510740;1584543413;10961;-13.48877;-10.68115;-10.55908;
1584543413;96531;1128;589614;1584543413;96531;-9.70459;-8.666992;-0.7324219;
1584543413;124128;1128;617889;1584543413;124128;-6.225586;7.873535;-4.455566;
1584543413;205205;1128;698572;1584543413;205205;-2.746582;5.737305;-7.629395;
1584543413;300310;1128;794167;1584543413;300310;-5.981445;1.098633;-27.70996;
1584543413;329883;1128;822866;1584543413;329883;6.04248;-14.16016;-27.09961;
1584543413;409934;1128;902870;1584543413;409934;-7.8125;-0.06103516;-8.483887;
1584543413;436360;1128;937096;1584543413;436360;-5.981445;23.01025;-6.469727;
1584543413;523054;1129;17138;1584543413;523054;-33.63037;-3.723145;-1.525879;
1584543413;551757;1129;45264;1584543413;551757;-44.43359;12.02393;-7.446289;
1584543413;581264;1129;75554;1584543413;581264;19.47021;6.713867;-8.239746;
1584543413;660283;1129;153323;1584543413;660283;0.4882812;13.30566;0;
1584543413;691316;1129;188568;1584543413;691316;4.02832;-5.92041;-6.04248;
1584543413;770310;1129;262842;1584543413;770310;-17.51709;4.516602;-30.15137;
1584543413;801316;1129;294805;1584543413;801316;-13.06152;-8.850098;-37.23145;
1584543413;828073;1129;321581;1584543413;828073;4.760742;15.625;-45.8374;
1584543413;915556;1129;408631;1584543413;915556;1.586914;-3.112793;-48.15674;
1584543413;949386;1129;443149;1584543413;949386;-5.92041;4.211426;-54.74854;
1584543413;972980;1129;470085;1584543413;972980;14.52637;19.9585;-53.40576;
1584543414;60421;1129;553135;1584543414;60421;-13.42773;-5.554199;-54.32129;
1584543414;87655;1129;581023;1584543414;87655;-1.220703;8.789062;-57.37305;
1584543414;165424;1129;658945;1584543414;165424;-13.12256;-12.93945;-53.4668;
1584543414;195519;1129;693132;1584543414;195519;-7.080078;-13.24463;-54.44336;
1584543414;221263;1129;714993;1584543414;221263;11.35254;-0.9155273;-52.67334;
1584543414;304332;1129;797065;1584543414;304332;27.09961;14.22119;-58.41064;
1584543414;326553;1129;827373;1584543414;326553;23.01025;3.540039;-57.61719;
1584543414;420519;1129;913625;1584543414;420519;-9.460449;8.300781;-53.52783;
1584543414;458422;1129;952156;1584543414;458422;2.502441;4.943848;-54.19922;
1584543414;540361;1130;33066;1584543414;540361;14.5874;-14.03809;-59.32617;
1584543414;625838;1130;118761;1584543414;625838;-7.263184;10.00977;-50.23193;
1584543414;716145;1130;209737;1584543414;716145;-9.58252;-8.056641;-54.80957;
1584543414;747503;1130;256631;1584543414;747503;-4.211426;12.87842;-53.52783;
1584543414;843829;1130;349291;1584543414;843829;12.69531;-2.685547;-54.19922;
1584543414;931415;1130;425341;1584543414;931415;14.77051;12.08496;-52.49023;
1584543415;20793;1130;514460;1584543415;20793;10.00977;-1.586914;-33.14209;
1584543415;60035;1130;553769;1584543415;60035;9.765625;-9.277344;-25.08545;
1584543415;148794;1130;642308;1584543415;148794;-15.01465;4.516602;-10.25391;
1584543415;170000;1130;663530;1584543415;170000;-9.399414;4.333496;-9.460449;
1584543415;197043;1130;690519;1584543415;197043;-5.310059;7.507324;-4.882812;
1584543415;275951;1130;769147;1584543415;275951;0.6713867;5.004883;-2.01416;
1584543415;304799;1130;801521;1584543415;304799;6.713867;17.63916;-2.746582;
1584543415;348549;1130;842193;1584543415;348549;-13.3667;-3.601074;-10.98633;
1584543415;420882;1130;914650;1584543415;420882;8.911133;8.605957;2.929688;
1584543415;518767;1131;12342;1584543415;518767;30.45654;-22.03369;-8.850098;
1584543415;607463;1131;103317;1584543415;607463;3.112793;0;-3.479004;
1584543415;651593;1131;143463;1584543415;651593;1.342773;-8.056641;-3.601074;
1584543415;726743;1131;219802;1584543415;726743;-0.1831055;5.310059;-8.117676;
1584543415;821550;1131;315190;1584543415;821550;17.7002;-8.361816;-7.019043;
1584543415;912107;1131;409069;1584543415;912107;7.507324;-1.89209;-4.150391;
1584543415;937057;1131;430947;1584543415;937057;4.455566;5.554199;-2.319336;
1584543416;20960;1131;513970;1584543416;20960;18.85986;1.89209;-5.79834;
1584543416;43325;1131;548742;1584543416;43325;22.58301;0.3662109;-5.432129;
1584543416;143046;1131;638405;1584543416;143046;-6.774902;-2.624512;33.14209;
1584543416;171087;1131;664996;1584543416;171087;0.3662109;14.22119;44.43359;
1584543416;195878;1131;692480;1584543416;195878;3.967285;-5.79834;51.3916;
1584543416;272063;1131;765922;1584543416;272063;-5.67627;-2.319336;2.807617;
1584543416;303297;1131;797449;1584543416;303297;-16.35742;16.60156;1.464844;
1584543416;382845;1131;875659;1584543416;382845;0;11.59668;0.8544922;
1584543416;413234;1131;906741;1584543416;413234;-0.3051758;11.65771;-2.685547;
1584543416;501566;1131;999049;1584543416;501566;2.990723;1.647949;-1.220703;
1584543416;587269;1132;80462;1584543416;587269;17.57812;7.69043;0.3662109;
1584543416;614682;1132;108210;1584543416;614682;9.094238;-0.1220703;1.586914;
1584543416;702791;1132;197657;1584543416;702791;-19.40918;4.394531;0.5493164;
1584543416;739398;1132;232922;1584543416;739398;-15.86914;-7.080078;0.4882812;
1584543416;826937;1132;325797;1584543416;826937;-19.89746;10.13184;2.13623;
1584543416;865408;1132;358920;1584543416;865408;-25.45166;6.958008;3.662109;
1584543416;942538;1132;435981;1584543416;942538;-11.23047;2.807617;1.525879;
1584543416;973950;1132;467084;1584543416;973950;-16.23535;-9.643555;0.6713867;
1584543417;1387;1132;495123;1584543417;1387;6.225586;-11.47461;-1.098633;
1584543417;82800;1132;576674;1584543417;82800;-0.7324219;5.432129;3.417969;
1584543417;111185;1132;607487;1584543417;111185;-6.530762;10.55908;2.685547;
1584543417;216801;1132;710355;1584543417;216801;11.77979;-7.263184;-11.16943;
1584543417;308184;1132;805047;1584543417;308184;0.7324219;11.04736;-45.16602;
1584543417;343832;1132;836819;1584543417;343832;6.774902;-4.02832;-44.00635;
1584543417;428128;1132;925840;1584543417;428128;10.00977;-2.197266;-11.41357;
1584543417;458802;1132;956921;1584543417;458802;14.22119;-2.929688;-11.04736;
1584543417;538380;1133;30611;1584543417;538380;8.544922;-4.821777;-3.845215;
1584543417;554936;1133;53039;1584543417;554936;7.751465;-3.540039;-6.774902;
1584543417;648784;1133;142881;1584543417;648784;-16.47949;-18.06641;-6.469727;
1584543417;679973;1133;173515;1584543417;679973;-2.01416;-1.098633;-5.310059;
1584543417;705440;1133;198941;1584543417;705440;23.37646;9.399414;-8.483887;
1584543417;783199;1133;276655;1584543417;783199;14.5874;-2.441406;-6.347656;
1584543417;806681;1133;299212;1584543417;806681;21.54541;3.78418;-10.80322;
1584543417;888243;1133;382265;1584543417;888243;10.68115;-10.13184;59.08203;
1584543417;920596;1133;413294;1584543417;920596;1.708984;-5.004883;52.91748;
1584543418;8953;1133;502486;1584543418;8953;17.33398;-19.22607;4.882812;
1584543418;112885;1133;606022;1584543418;112885;11.53564;10.49805;5.249023;
1584543418;150878;1133;644380;1584543418;150878;15.01465;-3.967285;3.601074;
1584543418;228562;1133;722195;1584543418;228562;18.37158;-10.31494;2.01416;
1584543418;318319;1133;816291;1584543418;318319;-3.173828;2.685547;-10.92529;
1584543418;413524;1133;907167;1584543418;413524;-6.103516;-25.14648;-50.04883;
1584543418;451881;1133;947254;1584543418;451881;-5.615234;-1.159668;-48.52295;
1584543418;533070;1134;26196;1584543418;533070;-16.17432;-0.6103516;-7.873535;
1584543418;618762;1134;111781;1584543418;618762;14.4043;11.71875;-7.080078;
1584543418;714290;1134;207960;1584543418;714290;-14.70947;-9.216309;-11.59668;
1584543418;798866;1134;292861;1584543418;798866;-0.06103516;-0.6103516;-4.516602;
1584543418;830557;1134;323651;1584543418;830557;8.789062;-0.3051758;-5.737305;
1584543418;919323;1134;412810;1584543418;919323;17.02881;-7.507324;-7.8125;
1584543418;944801;1134;437969;1584543418;944801;12.20703;-18.73779;-7.995605;
1584543419;37409;1134;530886;1584543419;37409;21.1792;-5.615234;-3.90625;
1584543419;148843;1134;642227;1584543419;148843;0.6713867;13.42773;-7.751465;
1584543419;175855;1134;672768;1584543419;175855;2.502441;4.02832;-3.173828;
1584543419;263320;1134;756691;1584543419;263320;-0.4272461;-5.79834;-2.929688;
1584543419;292649;1134;786187;1584543419;292649;-2.502441;-2.075195;-6.408691;
1584543419;374975;1134;868447;1584543419;374975;-4.089355;-3.417969;-11.35254;
1584543419;403263;1134;897081;1584543419;403263;5.126953;2.01416;-13.73291;
1584543419;429254;1134;923065;1584543419;429254;0.4882812;-7.69043;-9.460449;
1584543419;524769;1135;18302;1584543419;524769;6.408691;-7.69043;-34.48486;
1584543419;609637;1135;105313;1584543419;609637;-6.164551;2.441406;-45.77637;
1584543419;635811;1135;129125;1584543419;635811;2.01416;2.197266;-42.84668;
1584543419;724973;1135;218176;1584543419;724973;0;10.86426;-44.31152;
1584543419;759032;1135;256455;1584543419;759032;2.746582;-1.098633;-40.95459;
1584543419;839521;1135;344030;1584543419;839521;-3.356934;-8.911133;-39.48975;
1584543419;935089;1135;428742;1584543419;935089;22.3999;-8.666992;-34.66797;
1584543420;40909;1135;534504;1584543420;40909;35.52246;-0.4882812;-34.66797;
1584543420;71161;1135;564662;1584543420;71161;15.80811;-3.540039;-33.99658;
1584543420;159019;1135;652453;1584543420;159019;-1.831055;11.35254;-37.53662;
1584543420;184852;1135;677918;1584543420;184852;-3.051758;6.225586;-38.94043;
1584543420;274561;1135;768332;1584543420;274561;13.61084;8.483887;-33.3252;
1584543420;298264;1135;791974;1584543420;298264;15.68604;-5.981445;-34.30176;
1584543420;380194;1135;873370;1584543420;380194;-2.380371;-18.73779;-33.75244;
1584543420;408097;1135;900787;1584543420;408097;-2.807617;-17.27295;-34.5459;
1584543420;432303;1135;925584;1584543420;432303;0;15.625;-24.10889;
1584543420;524481;1136;18251;1584543420;524481;2.746582;1.708984;-11.84082;
1584543420;546283;1136;39484;1584543420;546283;9.887695;-11.59668;-9.521484;
1584543420;574802;1136;78862;1584543420;574802;-0.8544922;11.47461;-9.58252;
1584543420;666391;1136;162663;1584543420;666391;-14.09912;15.50293;-5.249023;
1584543420;690580;1136;184441;1584543420;690580;-8.666992;-3.540039;-7.324219;
1584543420;773160;1136;267236;1584543420;773160;6.103516;13.00049;-6.469727;
1584543420;798208;1136;292114;1584543420;798208;-11.41357;13.91602;-5.187988;
1584543420;880504;1136;374362;1584543420;880504;-9.70459;-12.63428;-23.37646;
1584543420;911402;1136;405018;1584543420;911402;1.159668;6.347656;-28.01514;
1584543420;990096;1136;483524;1584543420;990096;3.051758;-5.67627;-50.96436;
1584543421;39144;1136;532505;1584543421;39144;0.4272461;-14.16016;-49.68262;
1584543421;116871;1136;614287;1584543421;116871;9.82666;0.2441406;-14.16016;
1584543421;142441;1136;643264;1584543421;142441;8.789062;-11.47461;-8.789062;
1584543421;232366;1136;726091;1584543421;232366;-14.5874;-13.12256;2.197266;
1584543421;319993;1136;816543;1584543421;319993;-8.422852;-9.70459;-6.896973;
1584543421;344806;1136;840101;1584543421;344806;0.7324219;10.74219;-8.544922;
1584543421;371983;1136;868800;1584543421;371983;1.037598;16.8457;-23.01025;
1584543421;468259;1136;962164;1584543421;468259;-5.371094;-5.187988;-31.86035;
1584543421;562174;1137;54985;1584543421;562174;-7.141113;-4.089355;-39.24561;
1584543421;655240;1137;148796;1584543421;655240;11.1084;-3.234863;-36.68213;
1584543421;740774;1137;243630;1584543421;740774;-1.953125;-20.81299;-36.25488;
1584543421;775385;1137;271417;1584543421;775385;15.50293;-6.04248;-35.21729;
1584543421;857103;1137;350512;1584543421;857103;-17.45605;-11.59668;-39.61182;
1584543421;894026;1137;386925;1584543421;894026;-1.159668;-6.713867;-41.1377;
1584543421;975787;1137;469095;1584543421;975787;-14.89258;10.13184;-35.82764;
1584543422;2672;1137;500967;1584543422;2672;-9.338379;24.35303;-37.65869;
1584543422;100416;1137;593652;1584543422;100416;-11.96289;4.943848;-38.26904;
1584543422;125094;1137;623348;1584543422;125094;-18.49365;18.06641;-35.52246;
1584543422;215548;1137;709217;1584543422;215548;0.6103516;-0.793457;-36.68213;
1584543422;296998;1137;790409;1584543422;296998;16.60156;-2.13623;-41.80908;
1584543422;321632;1137;814419;1584543422;321632;-6.530762;8.789062;-39.0625;
