sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;magneticFieldX;magneticFieldY;magneticFieldZ;
1584543401;124467;1116;618019;1584543401;124467;-163.3907;89.83862;48.7489;
1584543401;150317;1116;643513;1584543401;150317;-163.3907;89.83862;48.7489;
1584543401;181381;1116;674859;1584543401;181381;-163.3907;89.83862;48.7489;
1584543401;278505;1116;771296;1584543401;278505;-164.6166;90.36399;48.24286;
1584543401;313166;1116;805726;1584543401;313166;-164.2663;91.41473;46.89341;
1584543401;389473;1116;887623;1584543401;389473;-164.2663;91.41473;46.89341;
1584543401;423261;1116;916818;1584543401;423261;-164.2663;91.41473;46.89341;
1584543401;451186;1116;944546;1584543401;451186;-163.0405;90.88936;47.73681;
1584543401;529426;1117;23357;1584543401;529426;-163.0405;90.88936;47.73681;
1584543401;554512;1117;47619;1584543401;554512;-162.5151;91.06448;48.91758;
1584543401;585405;1117;78484;1584543401;585405;-162.5151;91.06448;48.91758;
1584543401;611817;1117;105314;1584543401;611817;-162.5151;91.06448;48.91758;
1584543401;690272;1117;184256;1584543401;690272;-164.2663;92.46548;49.59231;
1584543401;775242;1117;272644;1584543401;775242;-164.2663;92.46548;49.59231;
1584543401;811626;1117;305172;1584543401;811626;-162.6902;92.29035;49.42363;
1584543401;888243;1117;382635;1584543401;888243;-162.6902;92.29035;49.42363;
1584543401;978164;1117;474902;1584543401;978164;-163.9161;90.36399;47.23077;
1584543402;10996;1117;505003;1584543402;10996;-163.9161;90.36399;47.23077;
1584543402;92567;1117;585272;1584543402;92567;-157.0862;64.62076;-9.277472;
1584543402;123083;1117;616491;1584543402;123083;-157.0862;64.62076;-9.277472;
1584543402;144884;1117;638241;1584543402;144884;-157.0862;64.62076;-9.277472;
1584543402;173854;1117;667204;1584543402;173854;-157.0862;64.62076;-9.277472;
1584543402;274234;1117;767396;1584543402;274234;123.4624;-83.8844;-226.2016;
1584543402;299804;1117;793310;1584543402;299804;123.4624;-83.8844;-226.2016;
1584543402;386223;1117;882713;1584543402;386223;-196.4891;163.9161;179.8143;
1584543402;414896;1117;911315;1584543402;414896;-196.4891;163.9161;179.8143;
1584543402;492300;1117;985961;1584543402;492300;-196.4891;163.9161;179.8143;
1584543402;521889;1118;15230;1584543402;521889;290.0054;-75.30332;-107.956;
1584543402;600918;1118;93522;1584543402;600918;290.0054;-75.30332;-107.956;
1584543402;629099;1118;123278;1584543402;629099;290.0054;-75.30332;-107.956;
1584543402;713981;1118;211825;1584543402;713981;240.6204;-118.3838;-230.4187;
1584543402;747241;1118;240636;1584543402;747241;240.6204;-118.3838;-230.4187;
1584543402;829869;1118;336450;1584543402;829869;294.2083;-25.21786;-37.10989;
1584543402;924958;1118;417951;1584543402;924958;294.2083;-25.21786;-37.10989;
1584543403;15804;1118;513273;1584543403;15804;333.4361;-82.65853;-181.8385;
1584543403;49254;1118;543137;1584543403;49254;333.4361;-82.65853;-181.8385;
1584543403;131555;1118;625200;1584543403;131555;-147.1042;56.03968;-39.80879;
1584543403;166404;1118;658844;1584543403;166404;-147.1042;56.03968;-39.80879;
1584543403;256055;1118;749778;1584543403;256055;-147.1042;56.03968;-39.80879;
1584543403;288648;1118;782165;1584543403;288648;246.3995;-127.6654;-202.9236;
1584543403;317975;1118;816781;1584543403;317975;246.3995;-127.6654;-202.9236;
1584543403;405201;1118;898231;1584543403;405201;195.4384;-108.5769;-188.2484;
1584543403;432030;1118;930143;1584543403;432030;195.4384;-108.5769;-188.2484;
1584543403;511978;1119;8133;1584543403;511978;195.4384;-108.5769;-188.2484;
1584543403;551143;1119;44489;1584543403;551143;315.7486;-44.30637;-34.91703;
1584543403;631404;1119;124996;1584543403;631404;315.7486;-44.30637;-34.91703;
1584543403;714367;1119;209926;1584543403;714367;81.78291;-54.11332;-212.0324;
1584543403;747724;1119;242009;1584543403;747724;81.78291;-54.11332;-212.0324;
1584543403;828866;1119;322557;1584543403;828866;81.78291;-54.11332;-212.0324;
1584543403;931429;1119;423639;1584543403;931429;307.5178;-22.06562;-20.91648;
1584543404;16726;1119;511070;1584543404;16726;307.5178;-22.06562;-20.91648;
1584543404;51426;1119;543986;1584543404;51426;312.2461;-128.7161;-227.2137;
1584543404;135031;1119;637975;1584543404;135031;312.2461;-128.7161;-227.2137;
1584543404;253503;1119;747888;1584543404;253503;-69.17398;4.728348;-78.77418;
1584543404;343574;1119;836673;1584543404;343574;-69.17398;4.728348;-78.77418;
1584543404;424667;1119;918410;1584543404;424667;-213.8264;152.8833;147.2588;
1584543404;511676;1120;5449;1584543404;511676;-213.8264;152.8833;147.2588;
1584543404;611709;1120;105849;1584543404;611709;58.66654;-53.06258;-215.7434;
1584543404;697604;1120;191600;1584543404;697604;58.66654;-53.06258;-215.7434;
1584543404;726906;1120;220316;1584543404;726906;-179.5021;175.2991;171.8863;
1584543404;811476;1120;305158;1584543404;811476;-179.5021;175.2991;171.8863;
1584543404;856103;1120;349965;1584543404;856103;-179.5021;175.2991;171.8863;
1584543404;948177;1120;441092;1584543404;948177;321.1774;-144.3022;-238.8528;
1584543404;970099;1120;462610;1584543404;970099;321.1774;-144.3022;-238.8528;
1584543405;57282;1120;551012;1584543405;57282;285.1019;-27.31935;-34.07363;
1584543405;79642;1120;580595;1584543405;79642;285.1019;-27.31935;-34.07363;
1584543405;162694;1120;656428;1584543405;162694;-107.8764;15.06067;-46.89341;
1584543405;191598;1120;685654;1584543405;191598;-107.8764;15.06067;-46.89341;
1584543405;268137;1120;761392;1584543405;268137;-45.70737;-21.8905;-98.34121;
1584543405;295945;1120;789329;1584543405;295945;-45.70737;-21.8905;-98.34121;
1584543405;368317;1120;861788;1584543405;368317;210.8493;-117.6833;-188.2484;
1584543405;397149;1120;890601;1584543405;397149;210.8493;-117.6833;-188.2484;
1584543405;472994;1120;966545;1584543405;472994;306.467;-148.5052;-227.0451;
1584543405;499059;1120;991497;1584543405;499059;306.467;-148.5052;-227.0451;
1584543405;572580;1121;66057;1584543405;572580;363.2072;-84.05952;-155.5242;
1584543405;601373;1121;94775;1584543405;601373;363.2072;-84.05952;-155.5242;
1584543405;671513;1121;164456;1584543405;671513;243.4224;44.4815;-14.50659;
1584543405;700126;1121;192310;1584543405;700126;243.4224;44.4815;-14.50659;
1584543405;772545;1121;265182;1584543405;772545;243.4224;44.4815;-14.50659;
1584543405;800236;1121;293850;1584543405;800236;-197.8901;175.4743;169.6934;
1584543405;878818;1121;372665;1584543405;878818;-197.8901;175.4743;169.6934;
1584543405;908445;1121;401949;1584543405;908445;-197.8901;175.4743;169.6934;
1584543405;983939;1121;477020;1584543405;983939;171.2713;-107.8764;-206.4659;
1584543406;13406;1121;506806;1584543406;13406;171.2713;-107.8764;-206.4659;
1584543406;45475;1121;538990;1584543406;45475;171.2713;-107.8764;-206.4659;
1584543406;130459;1121;634565;1584543406;130459;-20.83976;110.153;132.7522;
1584543406;219180;1121;712574;1584543406;219180;-20.83976;110.153;132.7522;
1584543406;328425;1121;840416;1584543406;328425;10.50744;98.06944;151.8132;
1584543406;424520;1121;918052;1584543406;424520;180.0275;-127.4903;-204.7791;
1584543406;519378;1122;12774;1584543406;519378;180.0275;-127.4903;-204.7791;
1584543406;559519;1122;52854;1584543406;559519;180.0275;-127.4903;-204.7791;
1584543406;638952;1122;144325;1584543406;638952;-8.581077;91.58986;149.6203;
1584543406;724022;1122;217834;1584543406;724022;-126.4395;-7.004961;-48.91758;
1584543406;761031;1122;254811;1584543406;761031;-126.4395;-7.004961;-48.91758;
1584543406;853554;1122;347031;1584543406;853554;-126.4395;-7.004961;-48.91758;
1584543406;929138;1122;422751;1584543406;929138;290.3556;-56.74018;-33.3989;
1584543406;960124;1122;453536;1584543406;960124;290.3556;-56.74018;-33.3989;
1584543407;61979;1122;555361;1584543407;61979;198.5906;-136.2465;-190.9473;
1584543407;155195;1122;649989;1584543407;155195;198.5906;-136.2465;-190.9473;
1584543407;253912;1122;745883;1584543407;253912;161.1141;62.69439;70.50879;
1584543407;273511;1122;766819;1584543407;273511;161.1141;62.69439;70.50879;
1584543407;295532;1122;788518;1584543407;295532;161.1141;62.69439;70.50879;
