sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;angularVelocityX;angularVelocityY;angularVelocityZ;
1584543601;587435;1317;81089;1584543601;587435;0.3662109;0.6713867;0.3662109;
1584543601;686920;1317;180711;1584543601;686920;0.3051758;0.4882812;0.4272461;
1584543601;782737;1317;279507;1584543601;782737;0.3662109;0.5493164;0.6713867;
1584543601;875360;1317;368274;1584543601;875360;0.3662109;0.4272461;0.4272461;
1584543601;914503;1317;408327;1584543601;914503;0.3051758;0.4882812;0.5493164;
1584543601;998589;1317;492413;1584543601;998589;0.4272461;0.5493164;0.6713867;
1584543602;101060;1317;594879;1584543602;101060;0.4882812;0.4882812;0.4882812;
1584543602;279354;1317;772593;1584543602;279354;0.4272461;0.5493164;0.3662109;
1584543602;319887;1317;813947;1584543602;319887;0.4272461;0.4272461;0.5493164;
1584543602;402337;1317;898808;1584543602;402337;0.3662109;0.4272461;0.4272461;
1584543602;495157;1317;994674;1584543602;495157;0.4272461;0.9155273;0.4882812;
1584543602;584816;1318;78699;1584543602;584816;0.3662109;0.5493164;0.5493164;
1584543602;623531;1318;118091;1584543602;623531;0.4882812;0.4272461;0.3662109;
1584543602;710296;1318;211672;1584543602;710296;0.4272461;0.5493164;0.4882812;
1584543602;795029;1318;288280;1584543602;795029;0.4272461;0.7324219;0.5493164;
1584543602;890134;1318;382984;1584543602;890134;0.3662109;0.6713867;0.4272461;
1584543602;926085;1318;421828;1584543602;926085;0.4272461;0.5493164;0.4882812;
1584543603;3505;1318;502579;1584543603;3505;0.3051758;0.5493164;0.4882812;
1584543603;94465;1318;587286;1584543603;94465;0.1831055;0.4272461;0.2441406;
1584543603;185226;1318;678939;1584543603;185226;-0.06103516;-0.3051758;0.9155273;
1584543603;215554;1318;717072;1584543603;215554;-0.2441406;1.342773;0.7324219;
1584543603;299952;1318;800530;1584543603;299952;-0.3662109;-2.685547;0.7324219;
1584543603;395571;1318;888988;1584543603;395571;0.4272461;0.9765625;1.159668;
1584543603;490349;1318;983203;1584543603;490349;0.5493164;0.7324219;0.1831055;
1584543603;518089;1319;19865;1584543603;518089;0.5493164;1.220703;0;
1584543603;600403;1319;97335;1584543603;600403;0;0.6713867;0.1831055;
1584543603;691696;1319;185532;1584543603;691696;0.3662109;0;0.3051758;
1584543603;723435;1319;221891;1584543603;723435;0.4272461;0.9155273;0.5493164;
1584543603;800608;1319;298393;1584543603;800608;4.272461;2.563477;0.06103516;
1584543603;895705;1319;389626;1584543603;895705;0.6713867;10.0708;2.868652;
1584543603;980689;1319;474405;1584543603;980689;6.530762;-16.90674;-0.4882812;
1584543604;16117;1319;513798;1584543604;16117;7.568359;4.821777;2.929688;
1584543604;109556;1319;604621;1584543604;109556;3.723145;4.394531;4.760742;
1584543604;201909;1319;701234;1584543604;201909;2.868652;-2.685547;0.9155273;
1584543604;300031;1319;792517;1584543604;300031;-11.77979;3.295898;-3.662109;
1584543604;315764;1319;810166;1584543604;315764;-0.793457;10.43701;0.3662109;
1584543604;340353;1319;832830;1584543604;340353;1.281738;-10.31494;1.464844;
1584543604;355258;1319;847587;1584543604;355258;-0.8544922;19.83643;2.685547;
1584543604;368948;1319;861428;1584543604;368948;14.70947;-12.57324;2.075195;
1584543604;382647;1319;874879;1584543604;382647;3.295898;-15.74707;-5.615234;
1584543604;403484;1319;902648;1584543604;403484;2.01416;-10.74219;-3.723145;
1584543604;486234;1319;978560;1584543604;486234;-11.96289;1.831055;-10.0708;
1584543604;515854;1320;13782;1584543604;515854;12.57324;-33.56934;-7.446289;
1584543604;596587;1320;94826;1584543604;596587;-11.1084;3.417969;4.577637;
1584543604;687238;1320;179951;1584543604;687238;14.70947;-20.38574;1.098633;
1584543604;702810;1320;199091;1584543604;702810;19.53125;-10.68115;-0.5493164;
1584543604;807609;1320;302891;1584543604;807609;-19.47021;0.9155273;-0.8544922;
1584543604;901575;1320;394936;1584543604;901575;2.624512;-24.16992;2.807617;
1584543604;940434;1320;437870;1584543604;940434;24.41406;2.746582;4.943848;
1584543605;22390;1320;521366;1584543605;22390;-3.051758;14.16016;15.99121;
1584543605;107009;1320;599691;1584543605;107009;-11.04736;21.97266;21.1792;
1584543605;130623;1320;623249;1584543605;130623;2.990723;14.09912;20.44678;
1584543605;153386;1320;646114;1584543605;153386;3.540039;-19.89746;23.68164;
1584543605;172261;1320;665285;1584543605;172261;-6.652832;-22.2168;19.9585;
1584543605;263274;1320;755901;1584543605;263274;-10.98633;-7.324219;31.55518;
1584543605;279708;1320;772589;1584543605;279708;10.0708;7.263184;31.06689;
1584543605;296061;1320;789146;1584543605;296061;-3.90625;-7.080078;27.83203;
1584543605;318031;1320;810317;1584543605;318031;-5.187988;8.972168;23.13232;
1584543605;410020;1320;902847;1584543605;410020;-0.06103516;-26.79443;15.50293;
1584543605;425887;1320;926326;1584543605;425887;1.586914;32.65381;19.71436;
1584543605;512328;1321;6775;1584543605;512328;-2.197266;25.26855;5.249023;
1584543605;530880;1321;23325;1584543605;530880;5.981445;-24.90234;3.417969;
1584543605;619787;1321;112608;1584543605;619787;3.356934;12.39014;4.760742;
1584543605;645425;1321;140236;1584543605;645425;-4.943848;-18.31055;-1.037598;
1584543605;662474;1321;154848;1584543605;662474;-2.380371;-55.17578;2.502441;
1584543605;676074;1321;168817;1584543605;676074;4.943848;65.24658;1.831055;
1584543605;698573;1321;191271;1584543605;698573;-6.225586;-57.25098;2.075195;
1584543605;714687;1321;209367;1584543605;714687;-5.065918;-0.1831055;8.056641;
1584543605;736553;1321;229405;1584543605;736553;3.234863;52.91748;6.04248;
1584543605;819311;1321;311889;1584543605;819311;-14.70947;-8.361816;6.286621;
1584543605;839375;1321;332010;1584543605;839375;14.89258;19.59229;2.075195;
1584543605;861993;1321;354470;1584543605;861993;-2.197266;-44.49463;1.403809;
1584543605;876092;1321;368801;1584543605;876092;-3.967285;-39.91699;2.929688;
1584543605;891686;1321;392446;1584543605;891686;15.86914;55.11475;3.90625;
1584543605;919892;1321;412716;1584543605;919892;-10.0708;-58.1665;2.868652;
