sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;position;
1584543616;887298;1332;374140;1584543616;887298;0.08249153;
1584543616;987837;1332;474667;1584543616;987837;0.08249153;
1584543617;88275;1332;575114;1584543617;88275;0.08249153;
1584543617;188760;1332;675591;1584543617;188760;0.08249153;
1584543617;289266;1332;776102;1584543617;289266;0.09279153;
1584543617;389813;1332;876653;1584543617;389813;0.09794915;
1584543617;490320;1332;977156;1584543617;490320;0.09794915;
1584543617;590876;1333;77795;1584543617;590876;0.1082644;
1584543617;691680;1333;178624;1584543617;691680;0.123722;
1584543617;791814;1333;278656;1584543617;791814;0.1288797;
1584543617;892403;1333;379245;1584543617;892403;0.123722;
1584543617;992967;1333;479796;1584543617;992967;0.1288797;
1584543618;93453;1333;580283;1584543618;93453;0.1288797;
1584543618;193924;1333;680762;1584543618;193924;0.1288797;
1584543618;294495;1333;781340;1584543618;294495;0.1288797;
1584543618;395195;1333;882126;1584543618;395195;0.1288797;
1584543618;496097;1333;982941;1584543618;496097;0.1288797;
1584543618;596760;1334;83627;1584543618;596760;0.1288797;
1584543618;697391;1334;184235;1584543618;697391;0.1288797;
1584543618;798061;1334;284875;1584543618;798061;0.1288797;
1584543618;898460;1334;385293;1584543618;898460;0.1288797;
1584543618;998933;1334;485779;1584543618;998933;0.1288797;
1584543619;99571;1334;586418;1584543619;99571;0.1288797;
1584543619;200285;1334;687229;1584543619;200285;0.123722;
1584543619;301362;1334;788210;1584543619;301362;0.123722;
1584543619;402107;1334;888944;1584543619;402107;0.1134068;
1584543619;502610;1334;989456;1584543619;502610;0.0773339;
1584543619;603224;1335;90070;1584543619;603224;0.06701865;
1584543619;703926;1335;190755;1584543619;703926;0.07217628;
1584543619;804401;1335;291249;1584543619;804401;0.07217628;
1584543619;904960;1335;391788;1584543619;904960;0.06701865;
1584543620;5430;1335;492273;1584543620;5430;0.07217628;
1584543620;105991;1335;592824;1584543620;105991;0.07217628;
1584543620;206508;1335;693381;1584543620;206508;0.07217628;
1584543620;307062;1335;793890;1584543620;307062;0.08249153;
1584543620;407512;1335;894341;1584543620;407512;0.0876339;
1584543620;507986;1335;994814;1584543620;507986;0.0876339;
1584543620;608453;1336;95285;1584543620;608453;0.0876339;
1584543620;708901;1336;195732;1584543620;708901;0.0876339;
1584543620;809415;1336;296247;1584543620;809415;0.0876339;
1584543620;909984;1336;396813;1584543620;909984;0.0876339;
1584543621;10584;1336;497411;1584543621;10584;0.0876339;
1584543621;111230;1336;598049;1584543621;111230;0.0876339;
1584543621;211893;1336;698735;1584543621;211893;0.0876339;
1584543621;312437;1336;799268;1584543621;312437;0.0876339;
1584543621;412923;1336;899755;1584543621;412923;0.0876339;
1584543621;513472;1337;303;1584543621;513472;0.0876339;
1584543621;614034;1337;100943;1584543621;614034;0.0876339;
1584543621;714597;1337;201426;1584543621;714597;0.0876339;
1584543621;815141;1337;301965;1584543621;815141;0.0876339;
1584543621;915655;1337;402481;1584543621;915655;0.0876339;
1584543622;16375;1337;503210;1584543622;16375;0.0876339;
1584543622;117063;1337;604787;1584543622;117063;0.0876339;
1584543622;218679;1337;705619;1584543622;218679;0.0876339;
1584543622;319077;1337;805936;1584543622;319077;0.0876339;
1584543622;419948;1337;906783;1584543622;419948;0.0876339;
1584543622;520440;1338;7272;1584543622;520440;0.0876339;
1584543622;621101;1338;107945;1584543622;621101;0.0876339;
1584543622;721636;1338;208465;1584543622;721636;0.0876339;
1584543622;822080;1338;308906;1584543622;822080;0.09279153;
1584543622;922588;1338;409412;1584543622;922588;0.0876339;
1584543623;23006;1338;509836;1584543623;23006;0.09279153;
1584543623;123459;1338;610293;1584543623;123459;0.0876339;
1584543623;223937;1338;710777;1584543623;223937;0.09279153;
1584543623;324475;1338;811300;1584543623;324475;0.1031068;
1584543623;424938;1338;911774;1584543623;424938;0.1031068;
1584543623;525474;1339;12307;1584543623;525474;0.1031068;
1584543623;626006;1339;112890;1584543623;626006;0.1031068;
1584543623;726941;1339;213893;1584543623;726941;0.1031068;
1584543623;827865;1339;314730;1584543623;827865;0.1031068;
1584543623;928425;1339;415258;1584543623;928425;0.1031068;
1584543624;28900;1339;515724;1584543624;28900;0.1031068;
1584543624;129320;1339;616149;1584543624;129320;0.1031068;
1584543624;229788;1339;716621;1584543624;229788;0.1031068;
1584543624;330242;1339;817066;1584543624;330242;0.1031068;
1584543624;430674;1339;917508;1584543624;430674;0.1031068;
1584543624;531205;1340;18034;1584543624;531205;0.1031068;
1584543624;631660;1340;118490;1584543624;631660;0.1031068;
1584543624;732127;1340;218966;1584543624;732127;0.1031068;
1584543624;832667;1340;319502;1584543624;832667;0.1031068;
1584543624;933175;1340;420009;1584543624;933175;0.1031068;
1584543625;33670;1340;520507;1584543625;33670;0.1031068;
1584543625;134207;1340;621053;1584543625;134207;0.1031068;
1584543625;234771;1340;721617;1584543625;234771;0.1031068;
1584543625;335350;1340;822197;1584543625;335350;0.1031068;
1584543625;435937;1340;922787;1584543625;435937;0.1031068;
1584543625;536533;1341;23381;1584543625;536533;0.1031068;
1584543625;637126;1341;123971;1584543625;637126;0.1031068;
1584543625;737705;1341;224557;1584543625;737705;0.1031068;
1584543625;838314;1341;325166;1584543625;838314;0.1031068;
1584543625;939064;1341;425971;1584543625;939064;0.1031068;
1584543626;39659;1341;526495;1584543626;39659;0.1031068;
1584543626;140170;1341;626999;1584543626;140170;0.1031068;
1584543626;240623;1341;727449;1584543626;240623;0.1082644;
1584543626;341145;1341;828103;1584543626;341145;0.1082644;
1584543626;442217;1341;929104;1584543626;442217;0.1082644;
1584543626;543004;1342;29863;1584543626;543004;0.1134068;
1584543626;643724;1342;130667;1584543626;643724;0.1185644;
1584543626;744655;1342;231508;1584543626;744655;0.1185644;
1584543626;845278;1342;332129;1584543626;845278;0.1134068;
1584543626;945891;1342;432741;1584543626;945891;0.1134068;
1584543627;46495;1342;533343;1584543627;46495;0.1185644;
1584543627;147127;1342;633983;1584543627;147127;0.1134068;
1584543627;247888;1342;734725;1584543627;247888;0.1134068;
1584543627;348409;1342;835249;1584543627;348409;0.1185644;
1584543627;448920;1342;935846;1584543627;448920;0.1134068;
1584543627;549711;1343;36542;1584543627;549711;0.1134068;
1584543627;650190;1343;137025;1584543627;650190;0.1185644;
1584543627;750690;1343;237531;1584543627;750690;0.1185644;
1584543627;851319;1343;338166;1584543627;851319;0.1134068;
1584543627;951868;1343;438719;1584543627;951868;0.1185644;
1584543628;52429;1343;539280;1584543628;52429;0.1185644;
1584543628;153015;1343;639859;1584543628;153015;0.1185644;
1584543628;253610;1343;740465;1584543628;253610;0.1185644;
1584543628;354196;1343;841052;1584543628;354196;0.1185644;
1584543628;454768;1343;941626;1584543628;454768;0.1185644;
1584543628;555333;1344;42184;1584543628;555333;0.1185644;
1584543628;655901;1344;142754;1584543628;655901;0.1185644;
1584543628;756450;1344;243301;1584543628;756450;0.1185644;
1584543628;856998;1344;343828;1584543628;856998;0.1185644;
1584543628;957505;1344;444354;1584543628;957505;0.1185644;
1584543629;58117;1344;544966;1584543629;58117;0.1185644;
1584543629;158925;1344;645772;1584543629;158925;0.1185644;
1584543629;259484;1344;746332;1584543629;259484;0.1185644;
1584543629;360083;1344;846930;1584543629;360083;0.1185644;
1584543629;460691;1344;947531;1584543629;460691;0.1185644;
1584543629;561462;1345;48334;1584543629;561462;0.1185644;
1584543629;662079;1345;149021;1584543629;662079;0.1185644;
1584543629;762994;1345;249936;1584543629;762994;0.1134068;
1584543629;863927;1345;350768;1584543629;863927;0.1185644;
1584543629;964607;1345;451450;1584543629;964607;0.1185644;
1584543630;65225;1345;552060;1584543630;65225;0.1185644;
1584543630;165766;1345;652600;1584543630;165766;0.1185644;
1584543630;266329;1345;753162;1584543630;266329;0.1185644;
1584543630;366897;1345;853746;1584543630;366897;0.1185644;
1584543630;467547;1345;954430;1584543630;467547;0.1185644;
1584543630;568104;1346;54943;1584543630;568104;0.1185644;
1584543630;668681;1346;155516;1584543630;668681;0.1185644;
1584543630;769313;1346;256157;1584543630;769313;0.1185644;
1584543630;869972;1346;356808;1584543630;869972;0.1185644;
1584543630;970580;1346;457418;1584543630;970580;0.1185644;
1584543631;71326;1346;558164;1584543631;71326;0.1185644;
1584543631;171864;1346;658713;1584543631;171864;0.1185644;
1584543631;272466;1346;759392;1584543631;272466;0.1185644;
1584543631;373258;1346;860130;1584543631;373258;0.1185644;
1584543631;473809;1346;960637;1584543631;473809;0.1134068;
1584543631;574282;1347;61118;1584543631;574282;0.1185644;
1584543631;674845;1347;161703;1584543631;674845;0.1185644;
1584543631;775347;1347;262175;1584543631;775347;0.1185644;
1584543631;875844;1347;362677;1584543631;875844;0.1185644;
1584543631;976359;1347;463196;1584543631;976359;0.1185644;
1584543632;76975;1347;563921;1584543632;76975;0.1185644;
1584543632;177885;1347;664714;1584543632;177885;0.1185644;
1584543632;278345;1347;765184;1584543632;278345;0.1185644;
1584543632;378902;1347;865740;1584543632;378902;0.1185644;
1584543632;479497;1347;966336;1584543632;479497;0.1185644;
1584543632;580054;1348;66884;1584543632;580054;0.1185644;
1584543632;680538;1348;167372;1584543632;680538;0.1185644;
1584543632;781111;1348;267958;1584543632;781111;0.1185644;
1584543632;881668;1348;368500;1584543632;881668;0.1185644;
1584543632;982171;1348;469016;1584543632;982171;0.1185644;
1584543633;82753;1348;569589;1584543633;82753;0.1185644;
1584543633;183293;1348;670135;1584543633;183293;0.1185644;
1584543633;283895;1348;770730;1584543633;283895;0.1185644;
1584543633;384462;1348;871298;1584543633;384462;0.1185644;
1584543633;484999;1348;971836;1584543633;484999;0.1185644;
1584543633;585557;1349;72396;1584543633;585557;0.1185644;
1584543633;686109;1349;172938;1584543633;686109;0.1185644;
1584543633;786591;1349;273443;1584543633;786591;0.1185644;
1584543633;887206;1349;374051;1584543633;887206;0.1185644;
1584543633;987825;1349;474681;1584543633;987825;0.1185644;
1584543634;88440;1349;575286;1584543634;88440;0.1185644;
1584543634;189158;1349;676014;1584543634;189158;0.1185644;
1584543634;289761;1349;776688;1584543634;289761;0.1185644;
1584543634;390816;1349;877653;1584543634;390816;0.1185644;
1584543634;491542;1349;978396;1584543634;491542;0.1185644;
1584543634;592163;1350;79013;1584543634;592163;0.1185644;
1584543634;692762;1350;179590;1584543634;692762;0.1185644;
1584543634;793229;1350;280080;1584543634;793229;0.1185644;
1584543634;893821;1350;380646;1584543634;893821;0.1185644;
1584543634;994262;1350;481089;1584543634;994262;0.1185644;
1584543635;95008;1350;581833;1584543635;95008;0.1185644;
1584543635;195460;1350;682300;1584543635;195460;0.1185644;
1584543635;296047;1350;782889;1584543635;296047;0.1185644;
1584543635;396625;1350;883458;1584543635;396625;0.1185644;
1584543635;497158;1350;984003;1584543635;497158;0.1185644;
1584543635;597740;1351;84579;1584543635;597740;0.1185644;
1584543635;698291;1351;185116;1584543635;698291;0.1185644;
1584543635;798783;1351;285629;1584543635;798783;0.1185644;
1584543635;899464;1351;386345;1584543635;899464;0.1185644;
1584543636;35;1351;486872;1584543636;35;0.1185644;
1584543636;100593;1351;587442;1584543636;100593;0.1185644;
1584543636;201377;1351;688222;1584543636;201377;0.1185644;
1584543636;302069;1351;788931;1584543636;302069;0.1185644;
1584543636;402769;1351;889592;1584543636;402769;0.1185644;
1584543636;503216;1351;990044;1584543636;503216;0.1185644;
1584543636;603685;1352;90548;1584543636;603685;0.1185644;
1584543636;704268;1352;191095;1584543636;704268;0.1185644;
1584543636;804728;1352;291555;1584543636;804728;0.1185644;
1584543636;905183;1352;392015;1584543636;905183;0.1185644;
1584543637;5650;1352;492485;1584543637;5650;0.1185644;
1584543637;106132;1352;592969;1584543637;106132;0.1185644;
1584543637;206734;1352;693656;1584543637;206734;0.1185644;
1584543637;307509;1352;794439;1584543637;307509;0.1185644;
1584543637;408476;1352;895398;1584543637;408476;0.1185644;
1584543637;509240;1352;996074;1584543637;509240;0.1185644;
1584543637;609761;1353;96597;1584543637;609761;0.1185644;
1584543637;710301;1353;197125;1584543637;710301;0.1185644;
1584543637;810724;1353;297553;1584543637;810724;0.1185644;
1584543637;911302;1353;398126;1584543637;911302;0.1185644;
1584543638;11775;1353;498616;1584543638;11775;0.1185644;
1584543638;112277;1353;599107;1584543638;112277;0.1185644;
1584543638;212748;1353;699578;1584543638;212748;0.1185644;
1584543638;313272;1353;800102;1584543638;313272;0.1185644;
1584543638;413813;1353;900649;1584543638;413813;0.1185644;
1584543638;514324;1354;1166;1584543638;514324;0.1185644;
1584543638;614777;1354;101609;1584543638;614777;0.1185644;
1584543638;715254;1354;202088;1584543638;715254;0.1185644;
1584543638;815754;1354;302629;1584543638;815754;0.1185644;
1584543638;916299;1354;403131;1584543638;916299;0.1185644;
1584543639;16777;1354;503645;1584543639;16777;0.1185644;
1584543639;117563;1354;604394;1584543639;117563;0.1185644;
1584543639;218031;1354;704847;1584543639;218031;0.1185644;
1584543639;318431;1354;805257;1584543639;318431;0.1185644;
1584543639;418898;1354;905727;1584543639;418898;0.1185644;
1584543639;519355;1355;6205;1584543639;519355;0.1185644;
1584543639;619877;1355;106827;1584543639;619877;0.1185644;
1584543639;720840;1355;207666;1584543639;720840;0.1185644;
1584543639;821487;1355;308320;1584543639;821487;0.1185644;
1584543639;922014;1355;408847;1584543639;922014;0.1185644;
1584543640;22520;1355;509349;1584543640;22520;0.1185644;
1584543640;122956;1355;609785;1584543640;122956;0.1185644;
1584543640;223662;1355;710491;1584543640;223662;0.1185644;
1584543640;324303;1355;811141;1584543640;324303;0.1185644;
1584543640;424877;1355;911834;1584543640;424877;0.1185644;
1584543640;525682;1356;12512;1584543640;525682;0.1185644;
1584543640;626123;1356;112951;1584543640;626123;0.1185644;
1584543640;726590;1356;213431;1584543640;726590;0.1185644;
1584543640;827057;1356;313892;1584543640;827057;0.1185644;
1584543640;927603;1356;414435;1584543640;927603;0.1185644;
1584543641;28125;1356;514955;1584543641;28125;0.1185644;
1584543641;128613;1356;615440;1584543641;128613;0.1185644;
1584543641;229193;1356;716123;1584543641;229193;0.1185644;
1584543641;330147;1356;817022;1584543641;330147;0.1185644;
1584543641;430702;1356;917544;1584543641;430702;0.1185644;
1584543641;531444;1357;18286;1584543641;531444;0.1185644;
1584543641;632008;1357;118878;1584543641;632008;0.1185644;
1584543641;732594;1357;219466;1584543641;732594;0.1185644;
1584543641;833193;1357;320042;1584543641;833193;0.1185644;
1584543641;933727;1357;420589;1584543641;933727;0.1185644;
1584543642;34375;1357;521238;1584543642;34375;0.1185644;
1584543642;135022;1357;621883;1584543642;135022;0.1185644;
1584543642;235712;1357;722578;1584543642;235712;0.1185644;
1584543642;336396;1357;823240;1584543642;336396;0.1185644;
1584543642;436900;1357;923732;1584543642;436900;0.1185644;
1584543642;537751;1358;24614;1584543642;537751;0.1185644;
1584543642;638426;1358;125293;1584543642;638426;0.1185644;
1584543642;739119;1358;225982;1584543642;739119;0.1185644;
1584543642;839797;1358;326655;1584543642;839797;0.1185644;
1584543642;940396;1358;427248;1584543642;940396;0.1185644;
1584543643;41070;1358;527921;1584543643;41070;0.1185644;
1584543643;141714;1358;628635;1584543643;141714;0.1185644;
1584543643;242476;1358;729328;1584543643;242476;0.1185644;
1584543643;343215;1358;830064;1584543643;343215;0.1185644;
1584543643;444017;1358;930972;1584543643;444017;0.1185644;
1584543643;545038;1359;31987;1584543643;545038;0.1185644;
1584543643;646087;1359;133023;1584543643;646087;0.1185644;
1584543643;747085;1359;233932;1584543643;747085;0.1185644;
1584543643;847643;1359;334489;1584543643;847643;0.1185644;
1584543643;948261;1359;435110;1584543643;948261;0.1185644;
1584543644;48883;1359;535733;1584543644;48883;0.1185644;
1584543644;149556;1359;636410;1584543644;149556;0.1185644;
1584543644;250186;1359;737036;1584543644;250186;0.1185644;
1584543644;350807;1359;837660;1584543644;350807;0.1185644;
1584543644;451742;1359;938578;1584543644;451742;0.1185644;
1584543644;552292;1360;39145;1584543644;552292;0.1185644;
1584543644;652954;1360;139805;1584543644;652954;0.1185644;
1584543644;753605;1360;240456;1584543644;753605;0.1185644;
1584543644;854283;1360;341136;1584543644;854283;0.1185644;
1584543644;954946;1360;441798;1584543644;954946;0.1185644;
1584543645;55585;1360;542439;1584543645;55585;0.1185644;
1584543645;156218;1360;643051;1584543645;156218;0.1185644;
1584543645;256792;1360;743644;1584543645;256792;0.1185644;
1584543645;357425;1360;844280;1584543645;357425;0.1185644;
1584543645;458080;1360;944930;1584543645;458080;0.1185644;
1584543645;558697;1361;45543;1584543645;558697;0.1185644;
1584543645;659345;1361;146195;1584543645;659345;0.1185644;
1584543645;759966;1361;246816;1584543645;759966;0.1185644;
1584543645;860584;1361;347434;1584543645;860584;0.1185644;
1584543645;961312;1361;448161;1584543645;961312;0.1185644;
1584543646;61896;1361;548744;1584543646;61896;0.1185644;
1584543646;162506;1361;649349;1584543646;162506;0.1185644;
1584543646;263086;1361;749939;1584543646;263086;0.1185644;
1584543646;363745;1361;850594;1584543646;363745;0.1185644;
1584543646;464345;1361;951200;1584543646;464345;0.1185644;
1584543646;565042;1362;51895;1584543646;565042;0.1185644;
1584543646;665825;1362;152673;1584543646;665825;0.1185644;
1584543646;766554;1362;253396;1584543646;766554;0.1185644;
1584543646;867172;1362;354007;1584543646;867172;0.1185644;
1584543646;967752;1362;454600;1584543646;967752;0.1185644;
1584543647;68446;1362;555295;1584543647;68446;0.1185644;
1584543647;169104;1362;655949;1584543647;169104;0.1185644;
1584543647;269726;1362;756573;1584543647;269726;0.1185644;
1584543647;370359;1362;857200;1584543647;370359;0.1185644;
1584543647;470909;1362;957959;1584543647;470909;0.1185644;
1584543647;571645;1363;58496;1584543647;571645;0.1185644;
1584543647;672221;1363;159071;1584543647;672221;0.1185644;
1584543647;772832;1363;259679;1584543647;772832;0.1185644;
1584543647;873531;1363;360463;1584543647;873531;0.1185644;
1584543647;974381;1363;461236;1584543647;974381;0.1185644;
1584543648;75097;1363;561948;1584543648;75097;0.1185644;
1584543648;175767;1363;662608;1584543648;175767;0.1185644;
1584543648;276391;1363;763240;1584543648;276391;0.1185644;
1584543648;377079;1363;863929;1584543648;377079;0.1185644;
1584543648;477722;1363;964560;1584543648;477722;0.1185644;
1584543648;578283;1364;65124;1584543648;578283;0.1185644;
1584543648;678885;1364;165824;1584543648;678885;0.1185644;
1584543648;779816;1364;266661;1584543648;779816;0.1185644;
1584543648;880453;1364;367285;1584543648;880453;0.1185644;
1584543648;981020;1364;467873;1584543648;981020;0.1185644;
1584543649;81641;1364;568490;1584543649;81641;0.1185644;
1584543649;182265;1364;669115;1584543649;182265;0.1185644;
1584543649;282904;1364;769745;1584543649;282904;0.1185644;
1584543649;383418;1364;870259;1584543649;383418;0.1185644;
1584543649;484101;1364;971050;1584543649;484101;0.1185644;
1584543649;584165;1365;70997;1584543649;584165;0.1185644;
1584543649;684634;1365;171473;1584543649;684634;0.1185644;
1584543649;785211;1365;272065;1584543649;785211;0.1185644;
1584543649;886014;1365;372865;1584543649;886014;0.1185644;
