sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;accelerationX;accelerationY;accelerationZ;
1584543601;584557;1317;77642;1584543601;584557;-9.904812;0.09097967;-0.4932055;
1584543601;678682;1317;173024;1584543601;678682;-9.885658;0.06703765;-0.4189853;
1584543601;777268;1317;272954;1584543601;777268;-9.89763;0.1149217;-0.4548983;
1584543601;872741;1317;365588;1584543601;872741;-9.89763;0.08858546;-0.3950433;
1584543601;911108;1317;404707;1584543601;911108;-9.842563;0.07182605;-0.4213795;
1584543601;992211;1317;488824;1584543601;992211;-9.873688;0.08858546;-0.4501099;
1584543602;97142;1317;591202;1584543602;97142;-9.900023;0.1268927;-0.4525041;
1584543602;277138;1317;769666;1584543602;277138;-9.876081;0.04788403;-0.4405331;
1584543602;306516;1317;810121;1584543602;306516;-9.844957;0.05506664;-0.4381389;
1584543602;392494;1317;892507;1584543602;392494;-9.895235;0.09337386;-0.3734955;
1584543602;492494;1317;985369;1584543602;492494;-9.916783;0.06703765;-0.4022259;
1584543602;582529;1318;75039;1584543602;582529;-9.873688;0.06943185;-0.4285621;
1584543602;620814;1318;113734;1584543602;620814;-9.849746;0.07661445;-0.4046201;
1584543602;703783;1318;200517;1584543602;703783;-9.902418;0.06464344;-0.3878607;
1584543602;792566;1318;285244;1584543602;792566;-9.840169;0.01915361;-0.4381389;
1584543602;887721;1318;380354;1584543602;887721;-9.923965;0.1029507;-0.4237737;
1584543602;922910;1318;416306;1584543602;922910;-9.866505;0.08619126;-0.3974375;
1584543602;998023;1318;493726;1584543602;998023;-9.931149;0.1053449;-0.4381389;
1584543603;91083;1318;584719;1584543603;91083;-9.933542;-0.5602432;-0.4572925;
1584543603;182926;1318;675528;1584543603;182926;-10.14184;-0.1939303;-0.09816227;
1584543603;213208;1318;705782;1584543603;213208;-10.58955;-0.3663129;-0.4692635;
1584543603;297648;1318;790198;1584543603;297648;-10.18493;0.5554548;-0.1149217;
1584543603;393067;1318;885779;1584543603;393067;-10.03649;0.05746084;-0.3926491;
1584543603;487924;1318;980578;1584543603;487924;-9.734824;-0.1699883;-0.332794;
1584543603;507340;1319;8324;1584543603;507340;-9.832986;0.01675941;-0.4860229;
1584543603;598020;1319;90626;1584543603;598020;-9.959879;0.1819593;-0.629675;
1584543603;689061;1319;181909;1584543603;689061;-9.823409;0.2585738;-0.4525041;
1584543603;720830;1319;213651;1584543603;720830;-10.00776;0.2106898;-0.4094085;
1584543603;798310;1319;290830;1584543603;798310;-9.844957;-1.539472;-0.4860229;
1584543603;893269;1319;385915;1584543603;893269;-9.65821;-2.090138;-0.7972692;
1584543603;978377;1319;470955;1584543603;978377;-3.725378;0.7374141;2.501941;
1584543604;10408;1319;506373;1584543604;10408;-14.81293;-3.715801;-1.857901;
1584543604;103682;1319;596424;1584543604;103682;-3.28245;3.481169;0.2250549;
1584543604;199371;1319;691949;1584543604;199371;-6.983886;3.421314;5.046977;
1584543604;297547;1319;790252;1584543604;297547;-9.512163;-0.629675;-7.615955;
1584543604;312857;1319;805896;1584543604;312857;-13.68047;-3.620033;-3.450045;
1584543604;338070;1319;830632;1584543604;338070;-11.72201;-0.296881;0.3974375;
1584543604;352720;1319;845522;1584543604;352720;-10.50336;-1.414973;-2.995146;
1584543604;366415;1319;859227;1584543604;366415;0.5913678;4.994305;2.588132;
1584543604;380051;1319;872932;1584543604;380051;-9.375693;1.462857;5.216965;
1584543604;393504;1319;893498;1584543604;393504;-8.212111;-2.506729;0.7110779;
1584543604;483818;1319;976503;1584543604;483818;-15.92144;-3.284845;2.681506;
1584543604;496518;1319;990379;1584543604;496518;-6.684611;0.6392518;2.743755;
1584543604;594211;1320;86864;1584543604;594211;-6.256049;-2.525883;-3.91452;
1584543604;683949;1320;177508;1584543604;683949;-2.430115;6.430826;4.110844;
1584543604;700188;1320;193183;1584543604;700188;-2.755726;6.720524;-5.044583;
1584543604;805002;1320;297838;1584543604;805002;-13.80497;-3.967192;1.031901;
1584543604;899209;1320;391877;1584543604;899209;-2.813187;6.555324;7.912837;
1584543604;918465;1320;430702;1584543604;918465;-3.574543;2.051831;-1.218649;
1584543605;16515;1320;512603;1584543605;16515;-13.56555;0.5051765;-2.255338;
1584543605;104468;1320;597241;1584543605;104468;-13.74272;0.2418144;-4.194641;
1584543605;126164;1320;620849;1584543605;126164;-6.200982;2.92332;-3.423708;
1584543605;150689;1320;643658;1584543605;150689;-10.21845;-0.4955997;2.286463;
1584543605;168369;1320;662488;1584543605;168369;-12.88559;-1.151611;-0.07182605;
1584543605;260620;1320;753529;1584543605;260620;-14.53041;-2.231396;-0.1843535;
1584543605;276825;1320;769967;1584543605;276825;-4.829105;1.678335;-0.8619126;
1584543605;292880;1320;786328;1584543605;292880;-12.90235;-2.60968;-2.298434;
