sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;voltage;
1584542902;5520;617;496743;1584542902;5479;0.006593407;
1584542902;106584;617;596943;1584542902;106543;0.005274725;
1584542902;207827;617;698119;1584542902;207784;0.005714286;
1584542902;309650;617;801817;1584542902;309604;0.007032967;
1584542902;411353;617;902968;1584542902;411308;0.02197802;
1584542902;513585;618;5748;1584542902;513538;0.01010989;
1584542902;614598;618;121471;1584542902;614557;0.006153846;
1584542902;716117;618;207399;1584542902;716067;0.006153846;
1584542902;816629;618;309180;1584542902;816583;0.005714286;
1584542902;918900;618;411005;1584542902;918842;0.005714286;
1584542903;18976;618;511542;1584542903;18926;0.01934066;
1584542903;119882;618;611399;1584542903;119841;0.01802198;
1584542903;221172;618;712838;1584542903;221112;0.005714286;
1584542903;321071;618;812962;1584542903;321026;0.01494505;
1584542903;422258;618;913984;1584542903;422211;0.04263736;
1584542903;523506;619;15261;1584542903;523458;0.04395605;
1584542903;624856;619;126316;1584542903;624807;0.05978022;
1584542903;727006;619;218489;1584542903;726947;0.005714286;
1584542903;826422;619;316747;1584542903;826380;0.0189011;
1584542903;926604;619;418071;1584542903;926559;0.01186813;
1584542904;27482;619;526608;1584542904;27435;0.02461538;
1584542904;127916;619;619855;1584542904;127870;0.006153846;
1584542904;229179;619;722749;1584542904;229134;0.005714286;
1584542904;329986;619;823283;1584542904;329935;0.01582417;
1584542904;431517;619;923189;1584542904;431460;0.005714286;
1584542904;531564;620;23493;1584542904;531520;0.004835165;
1584542904;632996;620;137012;1584542904;632955;0.007472527;
1584542904;736724;620;228620;1584542904;736669;0.005714286;
1584542904;836898;620;329797;1584542904;836856;0.005714286;
1584542904;940771;620;433834;1584542904;940727;0.005714286;
1584542905;43369;620;540305;1584542905;43324;0.005274725;
1584542905;146165;620;640767;1584542905;145628;0.005714286;
1584542905;246132;620;741844;1584542905;246080;0.005714286;
1584542905;347140;620;842254;1584542905;347095;0.005274725;
1584542905;453068;620;944996;1584542905;453006;0.005274725;
1584542905;550886;621;41175;1584542905;550837;0.005714286;
1584542905;652467;621;142815;1584542905;652409;0.005714286;
1584542905;755073;621;250138;1584542905;755025;0.005714286;
1584542905;855180;621;345569;1584542905;855116;0.005714286;
1584542905;956123;621;447417;1584542905;956063;0.01098901;
1584542906;55070;621;548727;1584542906;55024;0.005714286;
1584542906;157307;621;649711;1584542906;157260;0.005274725;
1584542906;257520;621;749261;1584542906;257474;0.01098901;
1584542906;366849;621;858027;1584542906;366782;0.04659341;
1584542906;463196;621;955836;1584542906;463151;0.07208791;
1584542906;564197;622;56944;1584542906;564149;0.04307692;
1584542906;665923;622;157586;1584542906;665657;0.0167033;
1584542906;766488;622;256838;1584542906;766442;0.1301099;
1584542906;867871;622;359626;1584542906;867813;0.05274725;
1584542906;968237;622;461043;1584542906;968189;0.01098901;
1584542907;71351;622;562929;1584542907;71290;0.005274725;
1584542907;170831;622;662619;1584542907;170787;0.005274725;
