sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;angularVelocityX;angularVelocityY;angularVelocityZ;
1584542901;912371;617;405820;1584542901;912371;0.3662109;0.4882812;0.4272461;
1584542901;994972;617;488015;1584542901;994972;0.3662109;0.4272461;0.3662109;
1584542902;26696;617;523560;1584542902;26696;0.4272461;0.3662109;0.5493164;
1584542902;120029;617;613505;1584542902;120029;0.4882812;0.4272461;0.2441406;
1584542902;222451;617;714821;1584542902;222451;0.4272461;0.6713867;0.3662109;
1584542902;254796;617;748170;1584542902;254796;0.4272461;0.3662109;0.4882812;
1584542902;334806;617;826983;1584542902;334806;0.3662109;0.5493164;0.3051758;
1584542902;424818;617;917787;1584542902;424818;0.3662109;0.4272461;0.3662109;
1584542902;457130;617;950474;1584542902;457130;0.4882812;0.4272461;0.4272461;
1584542902;480310;617;974044;1584542902;480310;0.3662109;0.4272461;0.5493164;
1584542902;501070;617;994121;1584542902;501070;0.3662109;0.5493164;0.5493164;
1584542902;584895;618;78003;1584542902;584895;0.4272461;0.5493164;0.3051758;
1584542902;605033;618;98128;1584542902;605033;0.4882812;0.3662109;0.4882812;
1584542902;722187;618;215680;1584542902;722187;0.4882812;0.4882812;0.3662109;
1584542902;810931;618;313365;1584542902;810931;0.3662109;0.4882812;0.4882812;
1584542902;899974;618;393333;1584542902;899974;0.3662109;0.5493164;0.4272461;
1584542902;932346;618;428921;1584542902;932346;0.3051758;0.4882812;0.6713867;
1584542903;26031;618;520155;1584542903;26031;0.3662109;0.4882812;0.4272461;
1584542903;59978;618;553256;1584542903;59978;0.4272461;0.3051758;0.4882812;
1584542903;138242;618;630947;1584542903;138242;0.4272461;0.4272461;0.4882812;
1584542903;168462;618;661470;1584542903;168462;0.3662109;0.6713867;0.3662109;
1584542903;192632;618;685652;1584542903;192632;0.4272461;0.4882812;0.4882812;
1584542903;227959;618;720570;1584542903;227959;0.4272461;0.3662109;0.3051758;
1584542903;312194;618;814161;1584542903;312194;0.3662109;0.4882812;0.4882812;
1584542903;347610;618;845112;1584542903;347610;0.4882812;0.4272461;0.4272461;
1584542903;436391;618;932723;1584542903;436391;0.4272461;0.5493164;0.3051758;
1584542903;529434;619;22815;1584542903;529434;0.4272461;0.4882812;0.3662109;
1584542903;610710;619;133060;1584542903;610710;0.4272461;0.3662109;0.4882812;
1584542903;729259;619;223931;1584542903;729259;-0.06103516;0.4272461;0.4272461;
1584542903;816262;619;309321;1584542903;816262;-5.004883;-3.479004;-0.6713867;
1584542903;850681;619;347530;1584542903;850681;1.281738;-3.662109;1.831055;
1584542903;935918;619;428891;1584542903;935918;13.73291;11.16943;-2.01416;
1584542903;968596;619;461574;1584542903;968596;-1.89209;-11.65771;2.990723;
1584542903;991867;619;484711;1584542903;991867;4.638672;-9.70459;-3.78418;
1584542904;11414;619;504596;1584542904;11414;9.033203;9.58252;-3.967285;
1584542904;106324;619;599400;1584542904;106324;10.80322;-6.713867;0.8544922;
1584542904;146486;619;640229;1584542904;146486;10.00977;-8.239746;1.586914;
1584542904;252123;619;745257;1584542904;252123;-5.493164;-0.8544922;-4.638672;
1584542904;349230;619;842158;1584542904;349230;-13.61084;1.281738;-3.723145;
1584542904;376216;619;870693;1584542904;376216;-8.361816;-18.79883;-2.441406;
1584542904;399922;619;892871;1584542904;399922;4.882812;2.990723;0.6713867;
1584542904;420253;619;913758;1584542904;420253;3.967285;-15.01465;-1.159668;
1584542904;511371;620;4505;1584542904;511371;14.09912;19.65332;-2.319336;
1584542904;537897;620;32044;1584542904;537897;-23.19336;-4.943848;-1.464844;
1584542904;621184;620;114209;1584542904;621184;25.08545;-6.835938;-5.187988;
1584542904;726618;620;219950;1584542904;726618;-4.577637;-32.95898;-0.3051758;
1584542904;826593;620;332734;1584542904;826593;13.67188;-30.39551;12.63428;
1584542904;921874;620;414599;1584542904;921874;6.530762;-6.713867;13.42773;
1584542905;12184;620;505449;1584542905;12184;-8.666992;12.3291;7.568359;
1584542905;32233;620;543507;1584542905;32233;14.34326;-9.58252;11.41357;
1584542905;126943;620;631986;1584542905;126943;-16.6626;-37.59766;7.263184;
1584542905;227430;620;745931;1584542905;227430;-5.981445;-10.80322;15.74707;
1584542905;332051;620;825449;1584542905;332051;15.56396;12.26807;26.18408;
1584542905;427185;620;920774;1584542905;427185;7.324219;-12.69531;28.13721;
1584542905;459675;620;952585;1584542905;459675;-10.00977;-2.502441;26.67236;
1584542905;571044;621;64862;1584542905;571044;-17.45605;-16.23535;60.79102;
1584542905;596470;621;90258;1584542905;596470;13.5498;9.155273;69.2749;
1584542905;638001;621;136071;1584542905;638001;-11.77979;-18.73779;63.7207;
1584542905;732297;621;225647;1584542905;732297;-8.544922;-17.7002;74.76807;
1584542905;832346;621;325382;1584542905;832346;-2.380371;10.80322;85.38818;
1584542905;932367;621;425640;1584542905;932367;5.554199;10.74219;60.36377;
1584542906;38180;621;530987;1584542906;38180;2.990723;-0.9155273;39.73389;
1584542906;137632;621;630747;1584542906;137632;22.76611;18.9209;38.75732;
1584542906;168601;621;661964;1584542906;168601;-10.43701;-14.89258;30.45654;
1584542906;266695;621;759058;1584542906;266695;-4.02832;-17.33398;25.57373;
1584542906;342652;621;837077;1584542906;342652;2.624512;-6.408691;34.48486;
1584542906;460219;621;957227;1584542906;460219;-1.342773;-3.417969;23.25439;
1584542906;561103;622;58074;1584542906;561103;-8.544922;-14.16016;24.84131;
1584542906;643177;622;136682;1584542906;643177;24.35303;-6.591797;27.64893;
1584542906;728024;622;221351;1584542906;728024;-16.6626;-13.85498;17.51709;
1584542906;772549;622;270004;1584542906;772549;6.469727;24.78027;17.8833;
1584542906;852839;622;352933;1584542906;852839;3.234863;32.16553;18.73779;
1584542906;948193;622;441606;1584542906;948193;-13.24463;-2.990723;18.9209;
1584542906;983836;622;476812;1584542906;983836;15.74707;9.94873;14.89258;
1584542907;67987;622;563555;1584542907;67987;5.981445;-32.83691;19.34814;
1584542907;98950;622;591370;1584542907;98950;-4.882812;24.10889;20.44678;
1584542907;177497;622;670396;1584542907;177497;5.065918;7.93457;20.69092;
1584542907;206140;622;699864;1584542907;206140;2.624512;-3.417969;24.71924;
1584542907;287607;622;780979;1584542907;287607;-6.958008;-10.37598;21.66748;
1584542907;309419;622;802697;1584542907;309419;-7.995605;3.540039;21.66748;
1584542907;331422;622;824816;1584542907;331422;-21.97266;-22.03369;21.54541;
1584542907;368524;622;865955;1584542907;368524;4.943848;-11.65771;28.32031;
1584542907;452844;622;945564;1584542907;452844;-18.79883;-5.187988;30.33447;
1584542907;546508;623;39466;1584542907;546508;-2.502441;4.211426;26.61133;
1584542907;628630;623;122633;1584542907;628630;0.6713867;11.96289;32.22656;
1584542907;679680;623;173765;1584542907;679680;17.51709;-18.00537;39.36768;
1584542907;771341;623;264783;1584542907;771341;23.4375;-5.432129;39.48975;
1584542907;859394;623;352401;1584542907;859394;-3.78418;-4.638672;21.42334;
1584542907;891078;623;384729;1584542907;891078;4.150391;12.39014;17.8833;
1584542907;981976;623;475518;1584542907;981976;-5.554199;13.5498;9.033203;
1584542908;64173;623;561750;1584542908;64173;9.521484;9.82666;7.019043;
1584542908;149463;623;642085;1584542908;149463;-4.821777;16.35742;2.685547;
1584542908;242204;623;735581;1584542908;242204;-15.13672;2.685547;-3.234863;
1584542908;264839;623;764879;1584542908;264839;-26.85547;-6.286621;-15.80811;
1584542908;354180;623;847460;1584542908;354180;3.845215;-1.159668;-20.87402;
1584542908;387182;623;884039;1584542908;387182;-15.25879;10.31494;-21.11816;
1584542908;478257;623;971085;1584542908;478257;-6.774902;6.958008;-6.774902;
1584542908;564428;624;61116;1584542908;564428;0.4882812;1.89209;-17.15088;
1584542908;598785;624;91932;1584542908;598785;-6.774902;8.117676;-16.96777;
1584542908;637910;624;130601;1584542908;637910;-2.563477;6.652832;-15.74707;
1584542908;715178;624;207600;1584542908;715178;12.02393;-22.3999;-7.995605;
1584542908;740161;624;234244;1584542908;740161;-3.356934;4.638672;-9.82666;
1584542908;813943;624;306495;1584542908;813943;-9.399414;8.544922;-3.662109;
1584542908;834599;624;328167;1584542908;834599;-22.64404;22.64404;-7.019043;
1584542908;915345;624;407943;1584542908;915345;18.49365;-1.464844;-5.310059;
1584542908;945421;624;438009;1584542908;945421;18.18848;-1.525879;-4.882812;
