sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;voltage;
1584542902;214233;617;705918;1584542902;214177;7.452528;
1584542903;214316;618;708919;1584542903;214265;7.428352;
1584542904;215037;619;706849;1584542904;214995;7.409011;
1584542905;215804;620;707552;1584542905;215761;7.370329;
1584542906;219667;621;712506;1584542906;219619;7.404176;
1584542907;221160;622;713290;1584542907;221098;7.409011;
1584542908;221378;623;714403;1584542908;221336;7.317143;
1584542909;222455;624;714245;1584542909;222408;7.365494;
1584542910;223106;625;715018;1584542910;223062;7.413846;
1584542911;223886;626;715996;1584542911;223838;7.418681;
1584542912;225044;627;716909;1584542912;224998;7.413846;
1584542913;226291;628;718440;1584542913;226241;7.413846;
1584542914;227176;629;717537;1584542914;227131;7.438022;
1584542915;228380;630;720331;1584542915;228339;7.442857;
1584542916;235402;631;727577;1584542916;235331;7.418681;
1584542917;229877;632;724913;1584542917;229834;7.409011;
1584542918;231316;633;721662;1584542918;231268;7.220439;
1584542919;231815;634;723542;1584542919;231771;7.244615;
1584542920;238497;635;728820;1584542920;238437;7.438022;
1584542921;242518;636;734942;1584542921;242455;7.438022;
1584542922;239255;637;729537;1584542922;239206;7.442857;
1584542923;239510;638;731317;1584542923;239462;7.438022;
1584542924;246936;639;737249;1584542924;246872;7.423516;
1584542925;244253;640;736176;1584542925;244209;7.433187;
1584542926;245306;641;737187;1584542926;245264;7.438022;
1584542927;248669;642;741745;1584542927;248605;7.38967;
1584542928;254586;643;744844;1584542928;254520;7.404176;
1584542929;251324;644;743790;1584542929;251263;7.413846;
1584542930;252074;645;742344;1584542930;252024;7.423516;
1584542931;255223;646;747784;1584542931;255082;7.481538;
1584542932;255006;647;747319;1584542932;254951;7.433187;
1584542933;256409;648;746697;1584542933;256352;7.312307;
1584542934;256101;649;746416;1584542934;256062;7.413846;
1584542935;256355;650;747931;1584542935;256307;7.413846;
1584542936;258499;651;750465;1584542936;258446;7.428352;
1584542937;258473;652;754554;1584542937;258426;7.433187;
1584542938;259787;653;752504;1584542938;259737;7.423516;
