sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;accelerationX;accelerationY;accelerationZ;
1584542901;896551;617;402145;1584542901;896551;-9.88087;0.1628057;-0.4548983;
1584542901;992429;617;484850;1584542901;992429;-9.861716;0.1508347;-0.5219359;
1584542902;23523;617;516549;1584542902;23523;-9.878476;0.1747767;-0.5315128;
1584542902;117575;617;609903;1584542902;117575;-9.902418;0.1484405;-0.4979939;
1584542902;219890;617;712288;1584542902;219890;-9.868899;0.1508347;-0.5746084;
1584542902;251370;617;744588;1584542902;251370;-9.9096;0.1556231;-0.557849;
1584542902;327859;617;820064;1584542902;327859;-9.895235;0.1388637;-0.5195417;
1584542902;422526;617;914604;1584542902;422526;-9.89763;0.1580173;-0.4716577;
1584542902;454228;617;946906;1584542902;454228;-9.916783;0.1316811;-0.5482722;
1584542902;477925;617;970144;1584542902;477925;-9.911995;0.1675941;-0.4860229;
1584542902;498606;617;990891;1584542902;498606;-9.89763;0.1675941;-0.5243301;
1584542902;582502;618;74735;1584542902;582502;-9.868899;0.1460463;-0.5985504;
1584542902;602752;618;94817;1584542902;602752;-9.854534;0.1364695;-0.5195417;
1584542902;719111;618;211974;1584542902;719111;-9.89763;0.1508347;-0.5602432;
1584542902;808322;618;300718;1584542902;808322;-9.868899;0.1939303;-0.5434838;
1584542902;897588;618;389843;1584542902;897588;-9.885658;0.1532289;-0.4979939;
1584542902;929913;618;422216;1584542902;929913;-9.885658;0.1484405;-0.5219359;
1584542903;23006;618;515817;1584542903;23006;-9.868899;0.1604115;-0.4979939;
1584542903;52816;618;549782;1584542903;52816;-9.840169;0.1771709;-0.5003881;
1584542903;132941;618;628035;1584542903;132941;-9.854534;0.1843535;-0.5315128;
1584542903;166148;618;658232;1584542903;166148;-9.888053;0.1867477;-0.5147533;
1584542903;190069;618;682471;1584542903;190069;-9.871293;0.1508347;-0.4596867;
1584542903;224459;618;717794;1584542903;224459;-9.888053;0.1604115;-0.56982;
1584542903;309586;618;801972;1584542903;309586;-9.864111;0.1292869;-0.5147533;
1584542903;344707;618;837387;1584542903;344707;-9.892841;0.1628057;-0.5363012;
1584542903;433985;618;926123;1584542903;433985;-9.890447;0.2106898;-0.5075707;
1584542903;522090;619;19196;1584542903;522090;-9.900023;0.1580173;-0.5123591;
1584542903;608289;619;100542;1584542903;608289;-9.938331;0.1747767;-0.5171475;
1584542903;723051;619;219131;1584542903;723051;-9.100361;-0.09337386;0.2705448;
1584542903;813953;619;306042;1584542903;813953;-8.520964;-2.070984;-1.776498;
1584542903;847902;619;340484;1584542903;847902;-11.08515;-2.669535;0.5051765;
1584542903;933416;619;425693;1584542903;933416;-17.17122;2.420538;-3.737349;
1584542903;965231;619;458290;1584542903;965231;-4.553771;1.527501;-1.793257;
1584542903;988080;619;481658;1584542903;988080;-9.366117;-0.7445967;-1.90339;
1584542904;8734;619;501234;1584542904;8734;-9.983821;1.537077;-4.939238;
1584542904;103863;619;596148;1584542904;103863;-6.591237;-2.070984;-0.4022259;
1584542904;131807;619;636265;1584542904;131807;-13.10825;2.121263;0.5267243;
1584542904;249545;619;741905;1584542904;249545;-7.785944;6.138733;1.910573;
1584542904;346142;619;839005;1584542904;346142;-11.99016;-6.121974;1.290475;
1584542904;373641;619;866059;1584542904;373641;-14.46816;-1.831564;2.238579;
1584542904;397437;619;889753;1584542904;397437;-12.94784;3.193865;3.471592;
1584542904;417936;619;910041;1584542904;417936;-13.10586;1.189918;2.954445;
1584542904;508980;620;1239;1584542904;508980;-14.77462;-0.6631939;-6.186617;
1584542904;534427;620;27197;1584542904;534427;-8.949526;-2.37026;1.429338;
1584542904;618944;620;111017;1584542904;618944;-9.404424;0.3303998;-0.7326257;
1584542904;724236;620;216451;1584542904;724236;-4.982334;-1.30484;8.173804;
1584542904;824157;620;316425;1584542904;824157;-8.944737;2.312799;-0.56982;
1584542904;919410;620;411539;1584542904;919410;-6.428432;0.6560113;2.607285;
1584542905;9632;620;502019;1584542905;9632;-7.232883;-0.4453215;-0.1197101;
1584542905;29961;620;522019;1584542905;29961;-9.809044;1.898602;-0.9696517;
1584542905;124528;620;616760;1584542905;124528;-12.50492;-5.420473;6.076484;
1584542905;224901;620;717260;1584542905;224901;-12.74434;-5.159504;2.604891;
1584542905;329751;620;821931;1584542905;329751;-13.72356;0.2298434;-1.807622;
1584542905;424743;620;916941;1584542905;424743;-1.905784;-0.3136404;1.242591;
1584542905;456445;620;949466;1584542905;456445;-12.51689;2.561796;0.7158663;
1584542905;568739;621;60885;1584542905;568739;-20.01553;-11.70525;4.237737;
1584542905;594164;621;86253;1584542905;594164;-0.6248866;8.590396;-3.359065;
1584542905;615474;621;127582;1584542905;615474;-16.82405;-5.085284;5.159504;
1584542905;729979;621;222134;1584542905;729979;-6.670246;3.375824;3.828328;
1584542905;830046;621;322164;1584542905;830046;-10.40759;0.7278373;-3.16274;
1584542905;930070;621;422190;1584542905;930070;-7.615955;8.564059;-1.106121;
1584542906;35053;621;527919;1584542906;35053;-9.715671;7.639897;-6.737284;
1584542906;135336;621;627486;1584542906;135336;2.983175;12.15057;0.4740519;
1584542906;166217;621;658417;1584542906;166217;-16.56069;-2.928109;-1.431733;
1584542906;262512;621;755529;1584542906;262512;-10.42196;0.2657564;4.525041;
1584542906;340283;621;832465;1584542906;340283;-5.238513;2.899378;-1.218649;
1584542906;449548;621;950004;1584542906;449548;-9.169792;-3.488352;1.932121;
1584542906;554828;622;50889;1584542906;554828;-17.97327;-4.185064;-1.345541;
1584542906;640749;622;132961;1584542906;640749;-11.00136;3.191471;2.315193;
1584542906;725639;622;217849;1584542906;725639;-8.813056;-0.4764461;0.02873042;
1584542906;765397;622;262364;1584542906;765397;-13.79778;2.25055;-5.513846;
1584542906;850548;622;342610;1584542906;850548;-14.00608;-1.790863;-4.781221;
1584542906;945884;622;437961;1584542906;945884;-5.827487;1.154005;0.5434838;
1584542906;977124;622;473602;1584542906;977124;-13.81215;3.634398;-0.4716577;
1584542907;65478;622;557766;1584542907;65478;3.754108;1.482011;9.689334;
1584542907;95219;622;588749;1584542907;95219;-28.74239;0.1556231;-9.346963;
1584542907;173323;622;667283;1584542907;173323;-11.04924;-1.695095;-0.7469909;
1584542907;203384;622;695943;1584542907;203384;-7.644686;-2.305616;-1.063026;
1584542907;285231;622;777379;1584542907;285231;-11.86088;-4.220977;2.075773;
1584542907;307041;622;799250;1584542907;307041;-10.98699;-0.08619126;-4.582502;
1584542907;328795;622;821249;1584542907;328795;-14.99489;-6.086061;1.201889;
1584542907;358761;622;858307;1584542907;358761;-7.596802;2.734178;3.928885;
1584542907;450537;622;942606;1584542907;450537;-19.67315;-8.458714;-0.7900866;
1584542907;542929;623;36286;1584542907;542929;-9.665392;-1.374272;0.653617;
1584542907;626437;623;118468;1584542907;626437;-10.44111;-0.2418144;-3.189077;
1584542907;673242;623;169420;1584542907;673242;-3.921702;7.132327;5.427655;
1584542907;761516;623;261118;1584542907;761516;-1.436521;4.407725;-0.06464344;
1584542907;856875;623;349157;1584542907;856875;-14.58069;-1.398214;2.77488;
