sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;position;
1584542907;463593;622;950419;1584542907;463593;0.1082644;
1584542907;564038;623;50867;1584542907;564038;0.1082644;
1584542907;664617;623;151547;1584542907;664617;0.1082644;
1584542907;765470;623;252301;1584542907;765470;0.1082644;
1584542907;866037;623;352907;1584542907;866037;0.1082644;
1584542907;966588;623;453428;1584542907;966588;0.1082644;
1584542908;67306;623;554180;1584542908;67306;0.1082644;
1584542908;167950;623;654773;1584542908;167950;0.1082644;
1584542908;268416;623;755241;1584542908;268416;0.1082644;
1584542908;368897;623;855721;1584542908;368897;0.1082644;
1584542908;469448;623;956285;1584542908;469448;0.1082644;
1584542908;570038;624;56863;1584542908;570038;0.1134068;
1584542908;670515;624;157338;1584542908;670515;0.1134068;
1584542908;771046;624;257871;1584542908;771046;0.1134068;
1584542908;871778;624;358607;1584542908;871778;0.1134068;
1584542908;972359;624;459201;1584542908;972359;0.1185644;
1584542909;72985;624;559819;1584542909;72985;0.1185644;
1584542909;173566;624;660401;1584542909;173566;0.1185644;
1584542909;274112;624;760952;1584542909;274112;0.1185644;
1584542909;374737;624;861595;1584542909;374737;0.1185644;
1584542909;475381;624;962235;1584542909;475381;0.1185644;
1584542909;576110;625;62959;1584542909;576110;0.1185644;
1584542909;676706;625;163576;1584542909;676706;0.1185644;
1584542909;777468;625;264336;1584542909;777468;0.123722;
1584542909;878257;625;365104;1584542909;878257;0.123722;
1584542909;978896;625;465766;1584542909;978896;0.123722;
1584542910;79674;625;566596;1584542910;79674;0.123722;
1584542910;180705;625;667574;1584542910;180705;0.123722;
1584542910;281738;625;768592;1584542910;281738;0.123722;
1584542910;382433;625;869284;1584542910;382433;0.123722;
1584542910;483098;625;969951;1584542910;483098;0.123722;
1584542910;583757;626;70589;1584542910;583757;0.123722;
1584542910;684288;626;171175;1584542910;684288;0.123722;
1584542910;784975;626;271826;1584542910;784975;0.123722;
1584542910;885727;626;372639;1584542910;885727;0.123722;
1584542910;986796;626;473648;1584542910;986796;0.123722;
1584542911;87531;626;574384;1584542911;87531;0.123722;
1584542911;188334;626;675211;1584542911;188334;0.123722;
1584542911;289185;626;776151;1584542911;289185;0.123722;
1584542911;389513;626;876429;1584542911;389513;0.123722;
1584542911;490319;626;977160;1584542911;490319;0.123722;
1584542911;591107;627;77945;1584542911;591107;0.123722;
1584542911;691718;627;178569;1584542911;691718;0.123722;
1584542911;792462;627;279320;1584542911;792462;0.123722;
1584542911;893160;627;380011;1584542911;893160;0.123722;
1584542911;993880;627;480728;1584542911;993880;0.123722;
1584542912;94786;627;581742;1584542912;94786;0.123722;
1584542912;194851;627;681685;1584542912;194851;0.123722;
1584542912;295526;627;782356;1584542912;295526;0.123722;
1584542912;396083;627;883065;1584542912;396083;0.123722;
1584542912;496847;627;983684;1584542912;496847;0.123722;
1584542912;597455;628;84315;1584542912;597455;0.123722;
1584542912;698357;628;185206;1584542912;698357;0.123722;
1584542912;799176;628;286026;1584542912;799176;0.123722;
1584542912;900029;628;386904;1584542912;900029;0.123722;
1584542913;755;628;487602;1584542913;755;0.123722;
1584542913;101581;628;588424;1584542913;101581;0.123722;
1584542913;202370;628;689218;1584542913;202370;0.123722;
1584542913;303207;628;790060;1584542913;303207;0.123722;
1584542913;404012;628;890861;1584542913;404012;0.123722;
1584542913;504822;628;991674;1584542913;504822;0.123722;
1584542913;605668;629;92622;1584542913;605668;0.123722;
1584542913;705944;629;192795;1584542913;705944;0.123722;
1584542913;806769;629;293621;1584542913;806769;0.1288797;
1584542913;907645;629;394498;1584542913;907645;0.123722;
1584542914;8524;629;495380;1584542914;8524;0.123722;
1584542914;109416;629;596274;1584542914;109416;0.123722;
1584542914;210249;629;697100;1584542914;210249;0.123722;
1584542914;311364;629;798234;1584542914;311364;0.123722;
1584542914;412146;629;899003;1584542914;412146;0.1288797;
1584542914;512868;629;999700;1584542914;512868;0.1288797;
1584542914;613473;630;100308;1584542914;613473;0.123722;
1584542914;714111;630;200945;1584542914;714111;0.1288797;
1584542914;814842;630;301690;1584542914;814842;0.123722;
1584542914;915585;630;402435;1584542914;915585;0.1288797;
1584542915;16365;630;503211;1584542915;16365;0.1288797;
1584542915;117264;630;604432;1584542915;117264;0.1288797;
1584542915;217826;630;704684;1584542915;217826;0.1288797;
1584542915;318705;630;805547;1584542915;318705;0.1288797;
1584542915;419472;630;906301;1584542915;419472;0.1288797;
1584542915;520044;631;6892;1584542915;520044;0.1288797;
1584542915;620819;631;107646;1584542915;620819;0.1288797;
1584542915;721451;631;208297;1584542915;721451;0.123722;
1584542915;822101;631;308949;1584542915;822101;0.1288797;
1584542915;922902;631;409848;1584542915;922902;0.123722;
1584542916;23967;631;510823;1584542916;23967;0.123722;
1584542916;124674;631;611523;1584542916;124674;0.1288797;
1584542916;225789;631;712646;1584542916;225789;0.123722;
1584542916;326836;631;813676;1584542916;326836;0.123722;
1584542916;427891;631;914733;1584542916;427891;0.1288797;
1584542916;528606;632;15462;1584542916;528606;0.1288797;
1584542916;629343;632;116170;1584542916;629343;0.123722;
1584542916;729911;632;216851;1584542916;729911;0.123722;
1584542916;829980;632;316818;1584542916;829980;0.1288797;
1584542916;930616;632;417468;1584542916;930616;0.1288797;
1584542917;31552;632;518400;1584542917;31552;0.1288797;
1584542917;132193;632;619042;1584542917;132193;0.1288797;
1584542917;232863;632;719714;1584542917;232863;0.1288797;
1584542917;333572;632;820404;1584542917;333572;0.123722;
1584542917;434231;632;921069;1584542917;434231;0.1288797;
1584542917;535078;633;22005;1584542917;535078;0.1288797;
1584542917;635248;633;122099;1584542917;635248;0.1288797;
1584542917;736042;633;222903;1584542917;736042;0.1288797;
1584542917;836404;633;323287;1584542917;836404;0.1288797;
1584542917;937096;633;423948;1584542917;937096;0.1288797;
1584542918;37789;633;524629;1584542918;37789;0.1288797;
1584542918;138566;633;625417;1584542918;138566;0.1288797;
1584542918;239284;633;726120;1584542918;239284;0.123722;
1584542918;339938;633;826765;1584542918;339938;0.123722;
1584542918;440617;633;927467;1584542918;440617;0.1288797;
1584542918;541395;634;28335;1584542918;541395;0.123722;
1584542918;642139;634;128967;1584542918;642139;0.123722;
1584542918;742747;634;229580;1584542918;742747;0.123722;
1584542918;843259;634;330089;1584542918;843259;0.123722;
1584542918;943919;634;430753;1584542918;943919;0.123722;
1584542919;44651;634;531583;1584542919;44651;0.123722;
1584542919;144788;634;631632;1584542919;144788;0.123722;
1584542919;245498;634;732344;1584542919;245498;0.123722;
1584542919;346301;634;833156;1584542919;346301;0.1288797;
1584542919;447087;634;933918;1584542919;447087;0.123722;
1584542919;547728;635;34558;1584542919;547728;0.123722;
1584542919;648263;635;135086;1584542919;648263;0.1288797;
1584542919;748787;635;235617;1584542919;748787;0.1288797;
1584542919;849475;635;336303;1584542919;849475;0.1288797;
1584542919;950019;635;436848;1584542919;950019;0.1288797;
1584542920;50534;635;537361;1584542920;50534;0.123722;
1584542920;151084;635;637910;1584542920;151084;0.1288797;
1584542920;251640;635;738485;1584542920;251640;0.123722;
1584542920;352184;635;839015;1584542920;352184;0.123722;
1584542920;452757;635;939586;1584542920;452757;0.123722;
1584542920;553397;636;40234;1584542920;553397;0.123722;
1584542920;653943;636;140779;1584542920;653943;0.123722;
1584542920;754519;636;241356;1584542920;754519;0.123722;
1584542920;855223;636;342098;1584542920;855223;0.123722;
1584542920;955911;636;442745;1584542920;955911;0.1185644;
1584542921;56495;636;543321;1584542921;56495;0.1185644;
1584542921;156982;636;643808;1584542921;156982;0.1185644;
1584542921;257716;636;744545;1584542921;257716;0.1134068;
1584542921;358207;636;845030;1584542921;358207;0.1185644;
1584542921;458671;636;945498;1584542921;458671;0.1185644;
1584542921;559159;637;45985;1584542921;559159;0.1185644;
1584542921;659723;637;146543;1584542921;659723;0.1185644;
1584542921;760231;637;247054;1584542921;760231;0.1185644;
1584542921;860738;637;347602;1584542921;860738;0.1185644;
1584542921;961418;637;448251;1584542921;961418;0.1185644;
1584542922;62082;637;548915;1584542922;62082;0.1185644;
1584542922;162706;637;649533;1584542922;162706;0.1185644;
1584542922;263202;637;750031;1584542922;263202;0.1185644;
1584542922;363741;637;850580;1584542922;363741;0.1185644;
1584542922;464307;637;951147;1584542922;464307;0.1185644;
1584542922;564827;638;51661;1584542922;564827;0.1185644;
1584542922;665396;638;152326;1584542922;665396;0.1185644;
1584542922;766368;638;253268;1584542922;766368;0.1185644;
1584542922;867073;638;353903;1584542922;867073;0.1185644;
1584542922;967671;638;454495;1584542922;967671;0.1185644;
1584542923;68269;638;555111;1584542923;68269;0.1185644;
1584542923;168775;638;655630;1584542923;168775;0.1185644;
1584542923;269310;638;756135;1584542923;269310;0.1185644;
1584542923;369741;638;856583;1584542923;369741;0.1185644;
1584542923;470326;638;957253;1584542923;470326;0.1185644;
1584542923;571234;639;58076;1584542923;571234;0.1185644;
1584542923;671783;639;158627;1584542923;671783;0.1185644;
1584542923;778290;639;265139;1584542923;778290;0.1185644;
1584542923;878973;639;365874;1584542923;878973;0.1185644;
1584542923;979779;639;466628;1584542923;979779;0.1185644;
1584542924;80510;639;567360;1584542924;80510;0.1185644;
1584542924;181349;639;668195;1584542924;181349;0.1185644;
1584542924;282214;639;769058;1584542924;282214;0.1185644;
1584542924;382907;639;869828;1584542924;382907;0.1185644;
1584542924;483643;639;970493;1584542924;483643;0.1185644;
1584542924;584394;640;71247;1584542924;584394;0.1185644;
1584542924;685169;640;171995;1584542924;685169;0.1185644;
1584542924;785667;640;272494;1584542924;785667;0.1185644;
1584542924;886224;640;373055;1584542924;886224;0.1185644;
1584542924;986815;640;473655;1584542924;986815;0.1185644;
1584542925;87455;640;574309;1584542925;87455;0.1185644;
1584542925;188229;640;675073;1584542925;188229;0.1185644;
1584542925;288965;640;775944;1584542925;288965;0.1185644;
1584542925;389680;640;876527;1584542925;389680;0.1185644;
1584542925;490362;640;977206;1584542925;490362;0.1185644;
1584542925;591115;641;78074;1584542925;591115;0.1185644;
1584542925;691769;641;178701;1584542925;691769;0.1185644;
1584542925;792692;641;279525;1584542925;792692;0.1185644;
1584542925;893230;641;380070;1584542925;893230;0.1185644;
1584542925;993907;641;480751;1584542925;993907;0.1185644;
1584542926;94585;641;581590;1584542926;94585;0.1185644;
1584542926;195349;641;682349;1584542926;195349;0.1185644;
1584542926;296122;641;783157;1584542926;296122;0.1185644;
1584542926;396864;641;883718;1584542926;396864;0.1185644;
1584542926;497711;641;984640;1584542926;497711;0.1185644;
1584542926;598825;642;85652;1584542926;598825;0.1185644;
1584542926;699328;642;186159;1584542926;699328;0.1185644;
1584542926;799894;642;286729;1584542926;799894;0.1185644;
1584542926;900558;642;387396;1584542926;900558;0.1185644;
1584542927;1303;642;488192;1584542927;1303;0.1185644;
1584542927;101957;642;588802;1584542927;101957;0.1185644;
1584542927;202674;642;689507;1584542927;202674;0.1185644;
1584542927;303263;642;790119;1584542927;303263;0.1185644;
1584542927;403948;642;890783;1584542927;403948;0.1185644;
1584542927;504689;642;991554;1584542927;504689;0.1185644;
1584542927;605561;643;92408;1584542927;605561;0.1185644;
1584542927;706362;643;193222;1584542927;706362;0.1185644;
1584542927;807257;643;294112;1584542927;807257;0.1185644;
1584542927;908092;643;394944;1584542927;908092;0.1185644;
1584542928;8966;643;495818;1584542928;8966;0.1185644;
1584542928;109749;643;596589;1584542928;109749;0.1185644;
1584542928;210484;643;697340;1584542928;210484;0.1185644;
1584542928;311223;643;798061;1584542928;311223;0.1185644;
1584542928;411889;643;898729;1584542928;411889;0.1185644;
1584542928;512690;643;999530;1584542928;512690;0.1185644;
1584542928;613433;644;100287;1584542928;613433;0.1185644;
1584542928;714324;644;201160;1584542928;714324;0.1185644;
1584542928;815036;644;301872;1584542928;815036;0.1185644;
1584542928;915736;644;402749;1584542928;915736;0.1185644;
1584542929;16580;644;503440;1584542929;16580;0.1185644;
1584542929;117376;644;604229;1584542929;117376;0.1185644;
1584542929;218201;644;705055;1584542929;218201;0.1185644;
1584542929;319075;644;805927;1584542929;319075;0.1185644;
1584542929;420158;644;906997;1584542929;420158;0.1185644;
1584542929;521244;645;8080;1584542929;521244;0.1185644;
1584542929;621997;645;108832;1584542929;621997;0.1185644;
1584542929;722868;645;209702;1584542929;722868;0.1185644;
1584542929;823277;645;310158;1584542929;823277;0.1185644;
1584542929;923812;645;410642;1584542929;923812;0.1185644;
1584542930;24257;645;511098;1584542930;24257;0.1185644;
1584542930;124820;645;611663;1584542930;124820;0.1185644;
1584542930;225405;645;712255;1584542930;225405;0.1185644;
1584542930;326023;645;812882;1584542930;326023;0.1185644;
1584542930;426760;645;913611;1584542930;426760;0.1185644;
1584542930;527374;646;14226;1584542930;527374;0.1185644;
1584542930;628060;646;114884;1584542930;628060;0.1185644;
1584542930;728504;646;215339;1584542930;728504;0.123722;
1584542930;828987;646;315829;1584542930;828987;0.123722;
1584542930;929514;646;416358;1584542930;929514;0.123722;
1584542931;30086;646;516921;1584542931;30086;0.123722;
1584542931;130656;646;617534;1584542931;130656;0.123722;
1584542931;231334;646;718170;1584542931;231334;0.123722;
1584542931;331847;646;818688;1584542931;331847;0.123722;
1584542931;432435;646;919263;1584542931;432435;0.123722;
1584542931;532899;647;19737;1584542931;532899;0.123722;
1584542931;633391;647;120216;1584542931;633391;0.123722;
1584542931;733825;647;220673;1584542931;733825;0.123722;
1584542931;834463;647;321287;1584542931;834463;0.123722;
1584542931;934919;647;421753;1584542931;934919;0.123722;
1584542932;35450;647;522287;1584542932;35450;0.123722;
1584542932;136059;647;622924;1584542932;136059;0.123722;
1584542932;236792;647;723624;1584542932;236792;0.123722;
1584542932;337293;647;824118;1584542932;337293;0.123722;
1584542932;437761;647;924586;1584542932;437761;0.123722;
1584542932;538281;648;25113;1584542932;538281;0.123722;
1584542932;638818;648;125653;1584542932;638818;0.123722;
1584542932;739324;648;226148;1584542932;739324;0.123722;
1584542932;839807;648;326632;1584542932;839807;0.123722;
1584542932;940273;648;427100;1584542932;940273;0.123722;
1584542933;40732;648;527558;1584542933;40732;0.123722;
1584542933;141306;648;628136;1584542933;141306;0.123722;
1584542933;241735;648;728564;1584542933;241735;0.123722;
1584542933;342156;648;828984;1584542933;342156;0.123722;
1584542933;442601;648;929425;1584542933;442601;0.123722;
1584542933;543025;649;29848;1584542933;543025;0.123722;
1584542933;643461;649;130288;1584542933;643461;0.123722;
1584542933;745513;649;232351;1584542933;745513;0.123722;
1584542933;846005;649;332834;1584542933;846005;0.123722;
1584542933;946468;649;433296;1584542933;946468;0.123722;
1584542934;46944;649;533766;1584542934;46944;0.123722;
1584542934;147353;649;634176;1584542934;147353;0.123722;
1584542934;247817;649;734641;1584542934;247817;0.123722;
1584542934;348261;649;835089;1584542934;348261;0.123722;
1584542934;448722;649;935547;1584542934;448722;0.123722;
1584542934;549164;650;35988;1584542934;549164;0.123722;
1584542934;649608;650;136438;1584542934;649608;0.123722;
1584542934;750078;650;236911;1584542934;750078;0.123722;
1584542934;850572;650;337409;1584542934;850572;0.123722;
1584542934;951099;650;437934;1584542934;951099;0.123722;
1584542935;51599;650;538425;1584542935;51599;0.123722;
1584542935;152047;650;638885;1584542935;152047;0.123722;
1584542935;252543;650;739375;1584542935;252543;0.123722;
1584542935;353014;650;839843;1584542935;353014;0.123722;
1584542935;453473;650;940298;1584542935;453473;0.123722;
1584542935;553904;651;40731;1584542935;553904;0.123722;
1584542935;654356;651;141178;1584542935;654356;0.123722;
1584542935;754811;651;241634;1584542935;754811;0.123722;
1584542935;855242;651;342068;1584542935;855242;0.123722;
1584542935;955696;651;442519;1584542935;955696;0.123722;
1584542936;56114;651;542940;1584542936;56114;0.123722;
1584542936;156548;651;643371;1584542936;156548;0.123722;
1584542936;256961;651;743788;1584542936;256961;0.123722;
1584542936;357456;651;844279;1584542936;357456;0.123722;
1584542936;457920;651;944742;1584542936;457920;0.123722;
1584542936;558481;652;45433;1584542936;558481;0.123722;
1584542936;659405;652;146228;1584542936;659405;0.123722;
1584542936;759819;652;246651;1584542936;759819;0.1134068;
1584542936;860241;652;347067;1584542936;860241;0.06701865;
1584542936;960694;652;447536;1584542936;960694;0.02578814;
1584542937;61290;652;548118;1584542937;61290;-0;
1584542937;161756;652;648597;1584542937;161756;-0;
1584542937;262238;652;749063;1584542937;262238;-0;
1584542937;362746;652;849686;1584542937;362746;-0;
1584542937;463583;652;950500;1584542937;463583;-0;
1584542937;564286;653;51109;1584542937;564286;0.03093051;
1584542937;664710;653;151521;1584542937;664710;0.04640339;
1584542937;765101;653;251921;1584542937;765101;0.0773339;
1584542937;865527;653;352368;1584542937;865527;0.1082644;
1584542937;966018;653;452846;1584542937;966018;0.1082644;
1584542938;66625;653;553496;1584542938;66625;0.1082644;
1584542938;167352;653;654196;1584542938;167352;0.0773339;
1584542938;267942;653;754861;1584542938;267942;-0;
1584542938;368788;653;855821;1584542938;368788;-0;
1584542938;469881;653;956820;1584542938;469881;-0;
1584542938;570773;654;57781;1584542938;570773;-0;
1584542938;674625;654;161464;1584542938;674625;-0;
1584542938;775118;654;261950;1584542938;775118;-0;
1584542938;875646;654;362504;1584542938;875646;-0;
1584542938;976351;654;463197;1584542938;976351;-0;
1584542939;77063;654;563910;1584542939;77063;-0;
1584542939;177703;654;664548;1584542939;177703;-0;
