sent.seconds;sent.microseconds;received.seconds;received.microseconds;sampleTimeStamp.seconds;sampleTimeStamp.microseconds;latitude;longitude;altitude;heading;
1584543043;389143;758;882346;1584543043;389143;0;0;0;1.740138;
1584543043;468415;758;961586;1584543043;468415;0;0;0;1.747007;
1584543043;502565;758;996683;1584543043;502565;0;0;0;1.753644;
1584543043;582805;759;83394;1584543043;582805;0;0;0;1.760552;
1584543043;672967;759;168989;1584543043;672967;0;0;0;1.767401;
1584543043;709446;759;202878;1584543043;709446;0;0;0;1.774051;
1584543043;794484;759;286779;1584543043;794484;0;0;0;1.780972;
1584543043;881970;759;374585;1584543043;881970;0;0;0;1.78787;
1584543043;967802;759;461827;1584543043;967802;0;0;0;1.794705;
1584543044;6209;759;499732;1584543044;6209;0;0;0;1.801349;
1584543044;84958;759;618509;1584543044;84958;0;0;0;1.80827;
1584543044;211031;759;704561;1584543044;211031;0;0;0;1.815407;
1584543044;290197;759;784893;1584543044;290197;0;0;0;1.822654;
1584543044;329856;759;823833;1584543044;329856;0;0;0;1.830056;
1584543044;422348;759;920472;1584543044;422348;0;0;0;1.837733;
1584543044;515744;760;8853;1584543044;515744;0;0;0;1.845572;
1584543044;590685;760;83910;1584543044;590685;0;0;0;1.853157;
1584543044;685083;760;178875;1584543044;685083;0;0;0;1.860814;
1584543044;730793;760;224011;1584543044;730793;0;0;0;1.867202;
1584543044;823090;760;321065;1584543044;823090;0;0;0;1.873078;
1584543044;923481;760;416604;1584543044;923481;0;0;0;1.880909;
1584543045;15221;760;508967;1584543045;15221;0;0;0;1.890005;
1584543045;95229;760;588402;1584543045;95229;0;0;0;1.899074;
1584543045;127094;760;642639;1584543045;127094;0;0;0;1.905616;
1584543045;237525;760;731680;1584543045;237525;0;0;0;1.911777;
1584543045;331688;760;829921;1584543045;331688;0;0;0;1.91854;
1584543045;425215;760;918486;1584543045;425215;0;0;0;1.92468;
1584543045;507708;761;1763;1584543045;507708;0;0;0;1.931124;
1584543045;595538;761;88756;1584543045;595538;0;0;0;1.935655;
1584543045;630481;761;123715;1584543045;630481;0;0;0;1.942697;
1584543045;726696;761;218921;1584543045;726696;0;0;0;1.954778;
1584543045;800726;761;293932;1584543045;800726;0;0;0;1.971705;
1584543045;844506;761;337354;1584543045;844506;0;0;0;1.981085;
1584543045;931584;761;423944;1584543045;931584;0;0;0;1.999001;
1584543046;6892;761;499139;1584543046;6892;0;0;0;2.014762;
1584543046;39967;761;536523;1584543046;39967;0;0;0;2.024781;
1584543046;137352;761;630873;1584543046;137352;0;0;0;2.043093;
1584543046;234977;761;727718;1584543046;234977;0;0;0;2.061728;
1584543046;317151;761;810702;1584543046;317151;0;0;0;2.077785;
1584543046;411647;761;906910;1584543046;411647;0;0;0;2.094862;
1584543046;444535;761;942241;1584543046;444535;0;0;0;2.10444;
1584543046;544658;762;38115;1584543046;544658;0;0;0;2.126124;
1584543046;639922;762;132443;1584543046;639922;0;0;0;2.143187;
1584543046;716201;762;209317;1584543046;716201;0;0;0;2.157326;
1584543046;759696;762;253091;1584543046;759696;0;0;0;2.167049;
1584543046;857450;762;350481;1584543046;857450;0;0;0;2.188432;
1584543046;947949;762;440807;1584543046;947949;0;0;0;2.207769;
1584543046;972223;762;465484;1584543046;972223;0;0;0;2.219416;
1584543047;61628;762;555050;1584543047;61628;0;0;0;2.24276;
1584543047;86581;762;597256;1584543047;86581;0;0;0;2.254782;
1584543047;177400;762;670643;1584543047;177400;0;0;0;2.285163;
1584543047;201549;762;694291;1584543047;201549;0;0;0;2.299339;
1584543047;231050;762;734529;1584543047;231050;0;0;0;2.313117;
1584543047;326057;762;818605;1584543047;326057;0;0;0;2.347606;
1584543047;360866;762;854532;1584543047;360866;0;0;0;2.360562;
1584543047;448405;762;941257;1584543047;448405;0;0;0;2.391927;
1584543047;528384;763;21997;1584543047;528384;0;0;0;2.419649;
1584543047;572634;763;66371;1584543047;572634;0;0;0;2.435052;
1584543047;667142;763;159934;1584543047;667142;0;0;0;2.481159;
1584543047;691648;763;184427;1584543047;691648;0;0;0;2.491333;
1584543047;713896;763;206944;1584543047;713896;0;0;0;2.507216;
1584543047;757113;763;253974;1584543047;757113;0;0;0;2.521399;
1584543047;853881;763;347378;1584543047;853881;0;0;0;2.550513;
1584543047;950162;763;444136;1584543047;950162;0;0;0;2.572565;
1584543048;35711;763;539059;1584543048;35711;0;0;0;2.596717;
1584543048;128194;763;621587;1584543048;128194;0;0;0;2.628415;
1584543048;160986;763;654294;1584543048;160986;0;0;0;2.645097;
1584543048;264237;763;761376;1584543048;264237;0;0;0;2.687146;
1584543048;363807;763;861027;1584543048;363807;0;0;0;2.730177;
1584543048;456032;763;948473;1584543048;456032;0;0;0;2.77998;
1584543048;480566;763;974436;1584543048;480566;0;0;0;2.798341;
1584543048;505993;763;998939;1584543048;505993;0;0;0;2.825235;
1584543048;536084;764;29677;1584543048;536084;0;0;0;2.852578;
1584543048;627263;764;120473;1584543048;627263;0;0;0;2.9033;
1584543048;658469;764;151558;1584543048;658469;0;0;0;2.921379;
1584543048;740430;764;234174;1584543048;740430;0;0;0;2.970334;
1584543048;776016;764;268996;1584543048;776016;0;0;0;2.987436;
1584543048;858741;764;350627;1584543048;858741;0;0;0;3.026328;
1584543048;877483;764;369576;1584543048;877483;0;0;0;3.037587;
1584543048;893211;764;385263;1584543048;893211;0;0;0;3.051336;
1584543048;909200;764;401234;1584543048;909200;0;0;0;3.065111;
1584543048;931221;764;435926;1584543048;931221;0;0;0;3.074777;
1584543049;27819;764;521083;1584543049;27819;0;0;0;3.085549;
1584543049;50575;764;551354;1584543049;50575;0;0;0;3.08516;
1584543049;134368;764;627658;1584543049;134368;0;0;0;3.065676;
1584543049;168127;764;661268;1584543049;168127;0;0;0;3.06231;
1584543049;243970;764;737345;1584543049;243970;0;0;0;3.054673;
1584543049;270961;764;764224;1584543049;270961;0;0;0;3.057887;
1584543049;349048;764;842447;1584543049;349048;0;0;0;3.056508;
1584543049;386743;764;880460;1584543049;386743;0;0;0;3.059072;
1584543049;469191;764;962393;1584543049;469191;0;0;0;3.059997;
1584543049;543775;765;36890;1584543049;543775;0;0;0;3.093828;
1584543049;570936;765;64962;1584543049;570936;0;0;0;3.114541;
